scenario,algorithm,dataset_rel,dataset_name,dataset_median_ood_log_nmse,dataset_median_id_log_nmse,n_runs,n_metric_complete
current_core50_5seed,udsr,sim-datasets-data/llm-srbench/lsrtransform/I.11.19_4_0,I.11.19_4_0,-12.0,-12.0,5,5
current_core50_5seed,udsr,sim-datasets-data/srbench1.0/strogatz/strogatz_predprey2,strogatz_predprey2,-11.546173405696619,-12.0,5,5
current_core50_5seed,udsr,sim-datasets-data/srbench1.0/strogatz/strogatz_barmag2,strogatz_barmag2,1.9851813609419835,-3.4259077380687653,5,5
current_core50_5seed,udsr,sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1,strogatz_barmag1,1.7644083972408566,-3.6772105869155487,5,5
current_core50_5seed,udsr,sim-datasets-data/srbench1.0/feynman/feynman_I_12_11,feynman_I_12_11,-0.9925886080724581,-2.57125918418198,5,5
current_core50_5seed,udsr,sim-datasets-data/srsd/srsd-feynman_easy/feynman-ii.4.23,feynman-ii.4.23,-12.0,-12.0,5,5
current_core50_5seed,udsr,sim-datasets-data/srbench1.0/strogatz/strogatz_vdp1,strogatz_vdp1,-11.976587122373251,-11.632571364625221,5,5
current_core50_5seed,udsr,sim-datasets-data/srsd/srsd-feynman_easy/feynman-iii.7.38,feynman-iii.7.38,-11.270802136251636,-11.270802137243257,5,5
current_core50_5seed,udsr,sim-datasets-data/llm-srbench/lsrtransform/II.11.27_1_0,II.11.27_1_0,-12.0,-12.0,5,5
current_core50_5seed,udsr,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.13.12,feynman-i.13.12,1.3962315112586712,2.319325078500769,5,5
current_core50_5seed,udsr,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.10.19,feynman-iii.10.19,-12.0,-12.0,5,5
current_core50_5seed,udsr,sim-datasets-data/llm-srbench/chem_react/CRK11,CRK11,-3.9527646477972116,-7.7110463794763096,5,5
current_core50_5seed,udsr,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.32.5,feynman-i.32.5,-1.0945576928663376,-1.0945576313595489,5,5
current_core50_5seed,udsr,sim-datasets-data/llm-srbench/chem_react/CRK10,CRK10,-4.197779507998434,-8.610517931072778,5,5
current_core50_5seed,udsr,sim-datasets-data/llm-srbench/chem_react/CRK34,CRK34,-5.316829620319681,-9.74194244697327,5,5
current_core50_5seed,udsr,sim-datasets-data/llm-srbench/phys_osc/PO19,PO19,3.682014975439829,-4.0022934823103045,5,5
current_core50_5seed,udsr,sim-datasets-data/llm-srbench/chem_react/CRK0,CRK0,-5.034439732237019,-8.104696760292612,5,5
current_core50_5seed,udsr,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.29.16,feynman-i.29.16,-1.0526490200490426,-1.3634382492163724,5,5
current_core50_5seed,udsr,sim-datasets-data/llm-srbench/phys_osc/PO41,PO41,1.2861948624768424,-4.205391772529302,5,5
current_core50_5seed,udsr,sim-datasets-data/srbench1.0/feynman/feynman_test_15,feynman_test_15,-2.1790770472432013,-2.791949278140991,5,5
current_core50_5seed,udsr,sim-datasets-data/llm-srbench/chem_react/CRK33,CRK33,-4.439929476795712,-9.03547249829255,5,5
current_core50_5seed,udsr,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3t,feynman-i.15.3t,-4.312809762278909,-7.8133502309573615,5,5
current_core50_5seed,udsr,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.20,feynman-bonus.20,-0.13287427468092256,-0.33163681922490457,5,5
current_core50_5seed,udsr,sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0,II.6.15b_3_0,-0.5204181003584635,-1.2577798008504648,5,5
current_core50_5seed,udsr,sim-datasets-data/llm-srbench/bio_pop_growth/BPG5,BPG5,-5.839128768309234,-9.640949914147342,5,5
current_core50_5seed,udsr,sim-datasets-data/llm-srbench/matsci/MatSci21,MatSci21,-5.344909607255505,-5.522749800558734,5,5
current_core50_5seed,udsr,sim-datasets-data/llm-srbench/bio_pop_growth/BPG3,BPG3,-11.207354366849819,-10.89523922707017,5,5
current_core50_5seed,udsr,sim-datasets-data/llm-srbench/bio_pop_growth/BPG9,BPG9,-5.1437814542828155,-8.884378591070147,5,5
