algorithm,gid,dataset,seed,status,valid_output,seconds,train_nmse,valid_nmse,id_test_nmse,ood_test_nmse,metric_complete,noise_sigma
imcts,g0040,feynman-i.29.16,1,ok,True,3601.567,0.04798979963820846,0.0637267986101785,0.06849594678033155,0.09871089204495104,True,0.1
udsr,g0002,first_principles_hubble,2,ok,True,3601.567,0.0780281263296604,0.1286860349048491,0.1327800030111844,0.09491644347441572,True,0.01
imcts,g0005,Keijzer-11,2,ok,True,3601.568,0.006940073156450737,0.03018754905101595,0.20384935628726084,0.1800651128795233,True,0.1
imcts,g0048,MatSci21,2,ok,True,3601.569,2.0818172441763576e-05,1.86882092536301e-05,1.9120266137069715e-05,3.172286414646574e-05,True,0.1
imcts,g0009,Nguyen-6,0,ok,True,3601.57,0.004742799186838067,0.29066048217950136,0.0023656073632819224,0.7086726274376122,True,0.1
udsr,g0004,Korns-4,2,ok,True,3601.57,1.281796476592238e-07,2.7798345245768465e-07,6.679945415758157e-07,1.703076834915494e-06,True,0.05
udsr,g0038,PO19,2,ok,True,3601.571,0.00012626291424888784,0.00014718148051174376,0.00012676643274629295,8193.235851766727,True,0.05
udsr,g0043,CRK33,4,ok,True,3601.571,4.7406290760514095e-05,3.453906241365488e-05,3.7532613224338786e-05,25.68204031353678,True,0.1
imcts,g0002,first_principles_hubble,2,ok,True,3601.571,0.04589914799031324,0.13055518365626456,0.6233831001177462,0.22606608038396417,True,0.01
udsr,g0043,CRK33,1,ok,True,3601.571,3.763754755560176e-05,3.264978224143749e-05,3.5987996373768634e-05,2.5450124002860415,True,0.1
udsr,g0002,first_principles_hubble,0,ok,True,3601.572,0.07352160218645382,0.10332398157985095,0.030530214047634695,0.13046109700159764,True,0.05
imcts,g0005,Keijzer-11,2,ok,True,3601.573,5.02619175718525e-05,0.00116221350755901,0.00021898517157936272,0.00011931147801248608,True,0.01
imcts,g0039,CRK0,0,ok,True,3601.574,,1236020.2552513361,841849.9366396599,2707102671.1277795,True,0.1
imcts,g0030,feynman-iii.7.38,4,ok,True,3601.574,4.554055077570058e-06,4.289104650677566e-06,4.664818602826031e-06,1.825960028666648e-05,True,0.1
udsr,g0003,feynman-ii.27.18,1,ok,True,3601.574,3.494065224144166e-10,3.495830482596749e-10,3.495897453661453e-10,3.49429497978385e-10,True,0.05
udsr,g0043,CRK33,1,ok,True,3601.575,8.42430274102047e-06,8.42027203461342e-06,8.984429892716911e-06,0.5697953284116107,True,0.05
udsr,g0038,PO19,3,ok,True,3601.575,0.00013808393547891837,0.000110683639228231,0.0001670993836591736,9973.891014912593,True,0.1
udsr,g0024,strogatz_predprey2,1,ok,True,3601.576,5.950195617001832e-06,9.37490034458048e-06,4.234123280642685e-06,0.00011303532217632296,True,0.01
udsr,g0036,CRK10,1,ok,True,3601.576,8.468127729889122e-05,7.062339568320116e-05,8.17112755442763e-05,38.62207350998682,True,0.1
udsr,g0047,BPG5,2,ok,True,3601.577,2.4282446706078627e-07,2.521881618012544e-07,2.4781352907598953e-07,0.04548836374969763,True,0.01
udsr,g0005,Keijzer-11,2,ok,True,3601.577,0.0006516126679681554,1.2823015331139542,1.7695574168255166,2.9410195069931384,True,0.01
imcts,g0048,MatSci21,4,ok,True,3601.577,2.691330735134392e-06,2.5279803847775074e-06,2.6830911433049636e-06,1.454613905238917e-05,True,0.05
imcts,g0038,PO19,2,ok,True,3601.577,0.00046674559960786576,0.0005088200695250128,0.0005173492677270129,0.013728036320117303,True,0.1
gplearn,g0025,strogatz_barmag2,4,ok,True,3601.578,0.03787718944526052,0.029847024300292825,0.024086338516668613,0.4525443506765565,True,0.01
llmsr,g0033,feynman-iii.10.19,2,ok,True,3601.578,1.5052818722691882e+17,1.4484907291996618e+17,1.5545123281214016e+17,4669810258982274.0,True,0.05
imcts,g0028,feynman-ii.4.23,3,ok,True,3601.578,2.3936919774778562e-06,2.9459174486384886e-06,2.1393957043582965e-06,1.3949669305562278e-06,True,0.1
imcts,g0028,feynman-ii.4.23,3,ok,True,3601.578,1.0805193172862939e-08,1.0805197245018295e-08,1.080517531988854e-08,1.080519183068345e-08,True,0.01
udsr,g0013,feynman-i.43.31,4,ok,True,3601.579,4.24593924301264e-09,4.376180255975196e-09,4.2221517660327555e-09,4.686093642280038e-09,True,0.01
gplearn,g0010,Nguyen-9,4,ok,True,3601.579,0.0010252173990614511,0.0035486030045424883,3.292511229020773,0.0015961444828676773,True,0.01
udsr,g0028,feynman-ii.4.23,1,ok,True,3601.579,9.573350542386865e-06,1.2314885990181133e-05,1.024341637537423e-05,0.00011803717491612884,True,0.05
imcts,g0007,Korns-2,1,ok,True,3601.579,1.211394110246372,16.836025533051583,2458.806780790932,12.843802006219445,True,0.1
udsr,g0036,CRK10,3,ok,True,3601.58,9.267108177329103e-07,8.994889134538176e-07,1.1498808654635487e-06,0.05781366062876751,True,0.01
imcts,g0030,feynman-iii.7.38,1,ok,True,3601.58,5.832044783601529e-07,5.553042821708621e-07,6.250859425977388e-07,9.880099718258314e-08,True,0.05
gplearn,g0009,Nguyen-6,1,ok,True,3601.58,0.007915101865744286,0.12161078425141249,0.0027646756584777015,0.27264163972144706,True,0.1
imcts,g0017,strogatz_shearflow1,0,ok,True,3601.58,6.211549476415392e-05,2.4753199172837704e-07,1.5550064922189868e-07,7.195347952252044e-07,True,0.05
udsr,g0013,feynman-i.43.31,3,ok,True,3601.581,3.3301045464641404e-07,3.330104546463697e-07,3.3301045464636353e-07,3.3301045464638926e-07,True,0.1
imcts,g0035,feynman-i.32.5,3,ok,True,3601.582,2.263380326551812e-12,2.263380326426102e-12,2.2633803264577634e-12,2.263380716462065e-12,True,0.01
udsr,g0026,strogatz_barmag1,4,ok,True,3601.582,0.00016521219004575884,0.00019987061716463978,0.00022388950004923256,17.846804361507075,True,0.05
imcts,g0041,PO41,0,ok,True,3601.582,0.001027737043118996,0.000911455519057789,0.0010329228968290341,0.01216463259367604,True,0.1
imcts,g0050,BPG9,4,ok,True,3601.582,1525130.6373797555,1801885.7870935015,1160290.2750383504,62185717166.21826,True,0.01
imcts,g0021,feynman-i.39.22,0,ok,True,3601.583,1.0000004289945377,1.0000008573863566,1.000000494923974,1.000000991600326,True,0.1
gplearn,g0010,Nguyen-9,4,ok,True,3601.583,0.001032242115368462,0.0024919657810713665,0.32941858500522025,0.0018908744765278856,True,0.1
udsr,g0049,BPG3,1,ok,True,3601.584,4.285835963817102e-07,3.751772355448015e-07,4.914218340747321e-07,2311.8389825614663,True,0.01
udsr,g0007,Korns-2,2,ok,True,3601.585,0.00034870751818416113,0.0014666304519399417,0.0003485076230248523,0.0003512314703308576,True,0.1
imcts,g0008,Nguyen-12,4,ok,True,3601.585,0.002405676507049332,0.0033479273380259485,0.002744585643591201,0.00323256642891091,True,0.1
imcts,g0028,feynman-ii.4.23,0,ok,True,3601.586,1.8264941195262675e-06,2.232375846906396e-06,1.8296482608974549e-06,6.22559850249882e-06,True,0.1
imcts,g0034,CRK11,0,ok,True,3601.586,,49870.55920320187,27722.09847854332,53734154315.34408,True,0.05
imcts,g0047,BPG5,2,ok,True,3601.587,13.118268913604053,12.179984491741525,11.291433482727514,268276.72604099894,True,0.1
gplearn,g0020,first_principles_leavitt,2,ok,True,3601.588,8.65806921524011e-05,0.0003506717054897705,0.0003336989243119199,0.0006795563929819843,True,0.01
udsr,g0005,Keijzer-11,3,ok,True,3601.588,0.00047684965605631876,4.361560212436356,4.187566174771281,4.147680884805543,True,0.01
pysr,g0025,strogatz_barmag2,1,ok,True,3601.588,0.00011538632576573733,5.659101880760167e-06,3.645206100240119e-05,0.0003308300264855455,True,0.05
udsr,g0017,strogatz_shearflow1,4,ok,True,3601.588,0.004773155105768234,0.0028476587107714394,0.0012540140588095637,2.6692863977387282,True,0.05
imcts,g0039,CRK0,2,ok,True,3601.588,3.416048260431783e-06,3.34083992217682e-06,2.9831091374758054e-06,0.0017640739433684726,True,0.05
imcts,g0029,strogatz_vdp1,0,ok,True,3601.589,0.0003966685726471751,0.000385656814195956,0.00043040656556829693,0.00374033640550081,True,0.1
imcts,g0028,feynman-ii.4.23,4,ok,True,3601.589,1.0048769359143014e-05,1.322842641329936e-05,7.90347216641169e-06,7.84480228327408e-05,True,0.1
imcts,g0050,BPG9,0,ok,True,3601.591,5.790001628288281e-06,6.519937503637574e-06,4.66919572287106e-06,0.018659208550416088,True,0.1
imcts,g0047,BPG5,0,ok,True,3601.592,13.124936361548484,12.186476317736888,11.297030208044694,268539.2528781889,True,0.01
imcts,g0022,feynman-i.11.19,3,ok,True,3601.592,3.1884151240531538e-09,3.2370876609301377e-09,3.144634252730918e-09,2.6798048742987704e-10,True,0.01
udsr,g0037,CRK34,2,ok,True,3601.592,2.8908166980949076e-05,2.58488189592532e-05,2.6716462774423643e-05,0.8536421136129819,True,0.1
imcts,g0025,strogatz_barmag2,4,ok,True,3601.592,0.0002516007714365247,0.00016025723570812787,0.0005496559170306083,0.0035283658236902387,True,0.1
imcts,g0022,feynman-i.11.19,2,ok,True,3601.593,4.38402486291523e-06,4.454465456328663e-06,4.526744400652201e-06,3.2251635141027786e-08,True,0.05
pysr,g0024,strogatz_predprey2,0,ok,True,3601.593,0.00021970835333826806,5.56194179264506e-05,0.00011229260349307679,3.253318069243485e-05,True,0.05
udsr,g0041,PO41,0,ok,True,3601.594,0.000107223477117566,0.0001030643504643893,9.509747592192181e-05,23.172436986582774,True,0.1
imcts,g0036,CRK10,1,ok,True,3601.594,4031.531852928528,3880.346074304157,4979.58738402002,120091324.75834815,True,0.1
udsr,g0028,feynman-ii.4.23,2,ok,True,3601.595,1.016941232599375e-06,1.0631035499707742e-06,1.745091086138613e-06,0.0006394668137872462,True,0.01
gplearn,g0006,Keijzer-2,0,ok,True,3601.595,0.0014338950950087879,0.003303691627227754,0.0011704580131061421,0.009447078274875138,True,0.1
imcts,g0010,Nguyen-9,0,ok,True,3601.596,0.00019527875575711808,0.00030571309749702114,0.010325473449132596,0.00020179433504527433,True,0.05
udsr,g0020,first_principles_leavitt,1,ok,True,3601.597,5.9836765334301096e-05,0.0004116686789101512,0.00022155695951766384,0.00048354886621608447,True,0.01
imcts,g0004,Korns-4,3,ok,True,3601.597,0.0032798458083058285,0.0031485545930729554,0.0028935440793694906,0.003071871728468185,True,0.05
imcts,g0003,feynman-ii.27.18,2,ok,True,3601.598,1.533172301073369e-07,1.53313529117935e-07,1.5331339272384035e-07,1.5331667526121057e-07,True,0.05
imcts,g0034,CRK11,4,ok,True,3601.598,3.0025927731454633e-06,4.455310990643404e-06,3.7929961741575696e-06,0.008301268794137283,True,0.05
udsr,g0041,PO41,3,ok,True,3601.599,7.265677160326546e-05,7.858131264554724e-05,8.449673243348296e-05,1317.646724621853,True,0.05
imcts,g0007,Korns-2,0,ok,True,3601.599,1.2248415749065333,11.989980734992118,904.9995954393371,152.55767051270263,True,0.1
imcts,g0002,first_principles_hubble,0,ok,True,3601.599,0.0363652192996889,0.03948555882443949,0.3276114704448918,0.1128698954836331,True,0.05
imcts,g0043,CRK33,2,ok,True,3601.599,292289417.5867958,235672652.20083013,180815129.9387009,127623483540229.83,True,0.05
gplearn,g0026,strogatz_barmag1,4,ok,True,3601.6,0.11328993179512584,0.026436473531966657,0.027628419985653196,0.1829719521637712,True,0.01
udsr,g0048,MatSci21,1,ok,True,3601.6,9.516335669421774e-05,8.903114408006396e-05,9.452187867752002e-05,4.112700659786764e-05,True,0.01
imcts,g0041,PO41,1,ok,True,3601.601,0.00038839365823094144,0.00040189253919881645,0.00038387013149755603,0.007907799630251377,True,0.01
pysr,g0025,strogatz_barmag2,0,ok,True,3601.601,0.0003072819415290705,0.00018112824804942558,0.0002858753281977731,0.026289126202393445,True,0.05
imcts,g0039,CRK0,2,ok,True,3601.601,8743206.02868359,9465557.68924274,6485768.845217402,31112790011.054928,True,0.1
imcts,g0017,strogatz_shearflow1,3,ok,True,3601.604,3.677389179825327e-06,3.873131117923002e-06,1.7224705517859193e-06,3.3854415089678093e-06,True,0.01
llmsr,g0028,feynman-ii.4.23,3,ok,True,3601.605,0.9999999999778719,0.9999999999776372,0.999999999978251,0.9999999999788575,True,0.01
pysr,g0020,first_principles_leavitt,0,ok,True,3601.605,4.672302183570889e-05,0.00032339569583898797,0.00036558597063143024,0.0009107947706194507,True,0.05
pysr,g0037,CRK34,0,ok,True,3601.605,1.105003812158201e-05,9.055356559106675e-06,3.7411802569866924e-06,0.012732142851127842,True,0.05
gplearn,g0017,strogatz_shearflow1,4,ok,True,3601.606,0.28317461568968033,0.30349879578275646,0.5287432796134811,3.7972832562284813,True,0.05
gplearn,g0024,strogatz_predprey2,1,ok,True,3601.607,0.02560051822093378,0.008594373225431204,0.015139812144646181,0.4211120982934701,True,0.1
udsr,g0017,strogatz_shearflow1,0,ok,True,3601.607,0.022561857958384206,0.02616489225855194,0.01623481710084254,1.9812786545365808,True,0.05
udsr,g0043,CRK33,3,ok,True,3601.609,6.403436478419373e-05,5.717841750810688e-05,5.616847772202849e-05,5.118035179607829,True,0.1
udsr,g0002,first_principles_hubble,3,ok,True,3601.609,0.07609396362722726,0.11013653032580041,0.45933880889637424,0.11270421372332722,True,0.05
gplearn,g0050,BPG9,2,ok,True,3601.61,0.42196577481986225,0.3827372178620088,0.43522703755177955,1.469831985533965,True,0.05
gplearn,g0024,strogatz_predprey2,2,ok,True,3601.61,0.015417992881302807,0.008740808816189988,0.01150231087417426,0.38811433587307315,True,0.1
udsr,g0017,strogatz_shearflow1,3,ok,True,3601.61,9.376724306857822e-07,1.6120820390609387e-06,2.7442183089803705e-07,2.264212939257287e-06,True,0.01
pysr,g0047,BPG5,2,ok,True,3601.611,2.0396971549509025e-05,1.87279355918618e-05,1.76485404275973e-05,0.2605982202043243,True,0.05
udsr,g0028,feynman-ii.4.23,2,ok,True,3601.611,7.071421308415419e-06,8.573893655452624e-06,7.60560988660131e-06,0.0014671717953913573,True,0.05
udsr,g0034,CRK11,2,ok,True,3601.614,1.1247764194156892e-06,1.863062677322498e-06,1.5503657024090071e-06,0.09969833077178081,True,0.01
imcts,g0034,CRK11,2,ok,True,3601.614,2398.2559168761845,5048.794937981381,3925.7091328820306,19311937.152551416,True,0.05
udsr,g0006,Keijzer-2,1,ok,True,3601.614,0.295883701820899,1.710886120211354,0.3418151638601481,0.05745492400865712,True,0.05
pysr,g0010,Nguyen-9,2,ok,True,3601.615,1.3071974032462372e-05,2.2454096277113972e-05,7.400929802428522e-06,1.2499549597280177e-05,True,0.01
gplearn,g0017,strogatz_shearflow1,2,ok,True,3601.616,0.37110553193675755,0.2985424021111061,0.720314259772963,2.329471733015744,True,0.01
gplearn,g0043,CRK33,3,ok,True,3601.616,0.10807312630084272,0.08290538665232886,0.08921323589277617,7.575063570961642,True,0.05
gplearn,g0005,Keijzer-11,4,ok,True,3601.616,0.005706631415439294,0.2242617407912307,0.15795432595609266,0.07724723342813626,True,0.01
gplearn,g0024,strogatz_predprey2,4,ok,True,3601.616,0.034216203549063254,0.005825086912647653,0.008075384488300917,9.065383979899876,True,0.1
udsr,g0011,Vladislavleva-4,2,ok,True,3601.617,5.066776053594935e-05,4.594140562205242e-05,5.3223000376938405e-05,6.8910579317171e-05,True,0.05
pysr,g0024,strogatz_predprey2,2,ok,True,3601.617,0.011811635907921286,0.00539768639016693,0.005868228997362599,0.1967719345158556,True,0.05
udsr,g0004,Korns-4,0,ok,True,3601.617,6.204122020117201e-07,1.162883471330014e-06,6.90502859411507e-07,6.554803917880081e-07,True,0.1
udsr,g0002,first_principles_hubble,1,ok,True,3601.618,0.07260320595241407,0.15840622295141604,0.03785054692910127,0.12354461907633439,True,0.01
pysr,g0038,PO19,0,ok,True,3601.618,7.696982804362358e-05,7.537800303000131e-05,8.144265481742222e-05,0.00477908225771491,True,0.05
imcts,g0029,strogatz_vdp1,2,ok,True,3601.618,0.00040816195240002255,7.844649859835692e-05,0.0008493291098676642,2.0500610399081844e-06,True,0.1
udsr,g0038,PO19,3,ok,True,3601.619,7.02146630468482e-05,6.421746858731535e-05,6.709871619317704e-05,5529.689240035954,True,0.01
gplearn,g0038,PO19,3,ok,True,3601.619,0.029766225086439963,0.04041511890501438,0.04110948542282016,0.03523487078988512,True,0.01
gplearn,g0005,Keijzer-11,0,ok,True,3601.619,0.01144561417708747,0.1879037984802999,0.09824677484499453,0.035098934237746154,True,0.05
udsr,g0039,CRK0,1,ok,True,3601.619,1.1298258005343626e-05,1.0307328379718758e-05,8.894984578707856e-06,0.09516534483922313,True,0.05
udsr,g0021,feynman-i.39.22,3,ok,True,3601.619,0.29597310720683595,0.3207654858677058,0.2933603879126332,0.5745273121982262,True,0.1
imcts,g0028,feynman-ii.4.23,0,ok,True,3601.619,6.705071618795712e-09,6.705071122744215e-09,6.705072076171397e-09,6.70507157258494e-09,True,0.05
imcts,g0040,feynman-i.29.16,4,ok,True,3601.62,0.04753075723401864,0.062459559293628925,0.06522434756595315,0.1085833032482877,True,0.01
gplearn,g0009,Nguyen-6,3,ok,True,3601.62,0.00017286044253555786,0.020025097009428543,8.437841489146012e-05,0.061434236765435114,True,0.01
imcts,g0002,first_principles_hubble,4,ok,True,3601.62,0.046074401372217244,0.03118194145141721,0.11210390126459885,0.19620662870279457,True,0.1
udsr,g0039,CRK0,4,ok,True,3601.621,3.728679565652795e-06,3.947672032457246e-06,2.789291227291057e-06,0.0017905647424406115,True,0.01
imcts,g0040,feynman-i.29.16,3,ok,True,3601.622,0.04745757697933073,0.06211037347628128,0.06496761203244139,0.11084921130803078,True,0.01
udsr,g0024,strogatz_predprey2,2,ok,True,3601.622,0.00018339514068619855,0.0001894587202935995,0.00013400405598968035,0.008390125532461495,True,0.1
udsr,g0007,Korns-2,1,ok,True,3601.622,0.008626609914939926,1.388022450037497,0.5657664608068547,928.2453497782467,True,0.1
udsr,g0044,feynman-i.15.3t,2,ok,True,3601.623,6.190248967875636e-08,6.141529656476493e-08,6.844569973038903e-08,4.944055153372775e-05,True,0.01
udsr,g0010,Nguyen-9,2,ok,True,3601.623,0.0010550185725730751,0.008513180577407816,0.07607751137246954,54.54760622568967,True,0.1
udsr,g0050,BPG9,3,ok,True,3601.624,1.961762141586073e-07,2.2806516539918967e-07,1.4863026134808482e-07,0.0006466079434058736,True,0.01
udsr,g0026,strogatz_barmag1,4,ok,True,3601.624,0.0004043702265206654,0.0005045670228870783,0.00041470161152734684,10.605515471380963,True,0.1
imcts,g0036,CRK10,2,ok,True,3601.624,14259621.479713526,13856720.317781398,17079138.25898212,2644185212559.9785,True,0.01
udsr,g0002,first_principles_hubble,1,ok,True,3601.624,0.06671721429764033,0.0960110578464447,0.12055768919290519,0.09380859710993879,True,0.1
udsr,g0047,BPG5,1,ok,True,3601.625,2.9398583048304968e-05,3.9277482175809605e-05,2.9310804438688828e-05,0.5700287273887047,True,0.1
imcts,g0043,CRK33,1,ok,True,3601.626,225.4400106393679,170.24528927477198,166.30028614190138,4688390.485987119,True,0.05
udsr,g0010,Nguyen-9,4,ok,True,3601.626,0.000286751332379708,0.004711417026337983,5.4035922717588045,0.020173494116349715,True,0.05
udsr,g0029,strogatz_vdp1,3,ok,True,3601.626,4.398794967983949e-06,4.0586718450844424e-06,2.510993166883374e-06,0.00019356044934669325,True,0.01
gplearn,g0017,strogatz_shearflow1,2,ok,True,3601.626,0.41272044915209194,0.39488668354342293,0.8138940058908435,2.596978334241961,True,0.05
imcts,g0035,feynman-i.32.5,1,ok,True,3601.627,2.833157447661455e-06,3.649307401593586e-06,2.8185195231445406e-06,1.4284524818554831e-05,True,0.05
udsr,g0047,BPG5,3,ok,True,3601.627,1.4647803199380602e-05,1.742348300825269e-05,1.3343717373435538e-05,1.5862724302722668,True,0.05
udsr,g0036,CRK10,2,ok,True,3601.628,1.5639263596993168e-05,1.2214548079872467e-05,1.4628975493065734e-05,0.08236866791942936,True,0.1
pysr,g0004,Korns-4,2,ok,True,3601.628,0.0032365702728390454,0.0031860885547577724,0.002845770055038717,0.003054263059693242,True,0.05
udsr,g0004,Korns-4,2,ok,True,3601.628,1.3945463586299438e-07,1.3902828045365145e-07,1.3922482127309704e-07,1.3899550567740905e-07,True,0.1
imcts,g0014,feynman-ii.34.11,4,ok,True,3601.628,8.14386841823286e-06,6.194985291146438e-06,3.6421508131797914e-06,1.6040479130965487e-06,True,0.1
udsr,g0048,MatSci21,0,ok,True,3601.629,0.0013832998427824254,0.0012788565370052227,0.0013923058920393536,0.0004925591912381134,True,0.05
imcts,g0021,feynman-i.39.22,0,ok,True,3601.63,0.999785266719158,1.0042100625733514,1.003156220966368,1.0477067387611487,True,0.05
imcts,g0002,first_principles_hubble,0,ok,True,3601.63,0.033683054352343984,0.08526516595549463,0.3447323080302241,0.1495039984787644,True,0.1
udsr,g0004,Korns-4,3,ok,True,3601.63,5.211969050400698e-07,1.2509314788419872e-06,6.540542161178699e-07,5.796744546176216e-07,True,0.1
pysr,g0010,Nguyen-9,3,ok,True,3601.631,0.00038186961539919727,0.0003242602315839212,0.05722342273189029,0.00028683709442896087,True,0.05
imcts,g0044,feynman-i.15.3t,4,ok,True,3601.631,1.0,1.0,1.0,1.0,True,0.1
pysr,g0024,strogatz_predprey2,1,ok,True,3601.632,0.01064141146572048,0.011307214006911877,0.00907549201566072,0.43884346814944186,True,0.05
imcts,g0033,feynman-iii.10.19,4,ok,True,3601.632,6.307899042464106e+35,6.781243480340575e+35,7.923470020668749e+35,1.3677940203162577e+32,True,0.05
imcts,g0004,Korns-4,1,ok,True,3601.633,5.052342727590889e-06,3.288773750212109e-05,0.00021397101805861418,3.75171246662052e-05,True,0.1
gplearn,g0041,PO41,1,ok,True,3601.634,0.014928557608592416,0.015383153116456489,0.017953575315406582,0.05087964978125281,True,0.05
pysr,g0047,BPG5,1,ok,True,3601.634,4.6744564520104454e-07,4.385848963392843e-07,4.3311601840752217e-07,3.735246562292442e-05,True,0.01
imcts,g0020,first_principles_leavitt,0,ok,True,3601.634,4.8910367238254235e-05,0.0003177666952085723,0.0003557154192582821,0.0010215873034660954,True,0.1
udsr,g0050,BPG9,1,ok,True,3601.635,1.2979651100974134e-06,1.5159549384880464e-06,1.032408858726381e-06,0.008314857979431307,True,0.01
gplearn,g0017,strogatz_shearflow1,0,ok,True,3601.635,0.023557036763270773,0.012433229517156781,0.01000904252528681,2.0898365134581716,True,0.05
imcts,g0024,strogatz_predprey2,4,ok,True,3601.635,8.756039056417575e-05,9.116335745753798e-05,7.926932046729932e-05,0.00021724796159268685,True,0.05
pysr,g0009,Nguyen-6,1,ok,True,3601.636,0.0011950053461374948,0.018782138283187443,0.0071501014616686355,0.19827015507434445,True,0.05
imcts,g0004,Korns-4,3,ok,True,3601.636,1.4460626807403736e-08,5.885882067966239e-10,1.7571731280176746e-09,1.8593186671088958e-09,True,0.01
udsr,g0004,Korns-4,3,ok,True,3601.636,3.4777222809573272e-09,2.957448648754917e-09,3.1426597671342224e-09,3.30582214165765e-09,True,0.01
imcts,g0041,PO41,4,ok,True,3601.636,0.0008408443311384111,0.000995063731867928,0.0008401081183767752,0.012855786320688449,True,0.1
imcts,g0020,first_principles_leavitt,1,ok,True,3601.637,4.316652756890732e-05,0.0004196009773328184,0.0016503349569538816,0.001998379584349895,True,0.01
gplearn,g0047,BPG5,2,ok,True,3601.637,0.0045123403993219706,0.004899604207418918,0.003725091978507959,0.9956788063171612,True,0.01
gplearn,g0007,Korns-2,0,ok,True,3601.637,0.005676861500223501,0.08021260187133107,0.08336597800393138,0.022811525550288377,True,0.1
gplearn,g0020,first_principles_leavitt,4,ok,True,3601.637,0.00013637917943077244,0.00019966011264448716,0.00015137985991111444,0.0038779668106629426,True,0.05
imcts,g0030,feynman-iii.7.38,3,ok,True,3601.638,0.9914810635231277,0.9909908718532897,0.9896990082127283,0.999921343249022,True,0.01
imcts,g0013,feynman-i.43.31,2,ok,True,3601.638,5.116949035436758e-06,5.280379910873019e-06,5.323100599154123e-06,2.858259754177644e-06,True,0.1
imcts,g0037,CRK34,2,ok,True,3601.639,15971.433487899354,13487.051425159929,16193.356188616495,2032569618.5223546,True,0.05
udsr,g0022,feynman-i.11.19,2,ok,True,3601.639,0.649250123289016,0.6429062119341027,0.6872298085297982,0.6477658341990853,True,0.05
imcts,g0010,Nguyen-9,4,ok,True,3601.639,0.00021229343566183637,7.474957702149947e-05,0.008488910904999116,0.007436500736900141,True,0.05
imcts,g0017,strogatz_shearflow1,2,ok,True,3601.639,0.00015625254737869904,0.00025867119487575245,2.8676601530102656e-05,0.00044689224139720014,True,0.05
udsr,g0034,CRK11,0,ok,True,3601.639,8.582539425876463e-06,1.4800358137415525e-05,1.050410542751241e-05,0.3010070046211587,True,0.05
udsr,g0010,Nguyen-9,1,ok,True,3601.641,9.980215234149816e-06,2.6377438919389107e-05,0.004561275598983819,0.0003068802362808072,True,0.01
gplearn,g0025,strogatz_barmag2,1,ok,True,3601.641,0.15632723672093346,0.0406674213644107,0.14555434660691802,0.34188461503657214,True,0.05
gplearn,g0050,BPG9,1,ok,True,3601.641,0.07354129645502522,0.03560341117264827,0.025795375465510924,1.0,True,0.1
gplearn,g0026,strogatz_barmag1,0,ok,True,3601.643,0.11323534868448208,0.026436229417304783,0.027556434124799616,0.18289071377598534,True,0.1
udsr,g0011,Vladislavleva-4,4,ok,True,3601.644,0.0003055103384222666,0.00024294942564715688,0.0003303192061939955,0.00034881172478076284,True,0.1
udsr,g0008,Nguyen-12,4,ok,True,3601.644,0.0036300987188734235,0.0053879185019032215,0.01120275861977589,0.4765286704559851,True,0.1
imcts,g0037,CRK34,3,ok,True,3601.644,1.058437198200673e-05,1.0341488267804748e-05,1.1872123730902129e-05,0.08199024513256807,True,0.1
imcts,g0017,strogatz_shearflow1,1,ok,True,3601.645,2.5790370262158097e-06,8.473117392728417e-06,2.976718941509637e-06,7.2952542470768886e-06,True,0.01
udsr,g0007,Korns-2,3,ok,True,3601.645,0.0003383732712655312,0.03820618674986611,0.03760722257611354,0.0990101215670802,True,0.01
pysr,g0050,BPG9,0,ok,True,3601.645,1.2411531452042266e-05,1.0807754776103177e-05,1.212309161105041e-05,0.010599623236370183,True,0.05
gplearn,g0006,Keijzer-2,3,ok,True,3601.645,0.006274378328214203,0.0016533354520826043,0.004936736171516782,0.011006655902544252,True,0.05
imcts,g0002,first_principles_hubble,4,ok,True,3601.645,0.04215298254489117,0.10992560340738694,0.01808723019748281,0.10293015116617725,True,0.05
imcts,g0048,MatSci21,3,ok,True,3601.645,1.3785404718084401e-05,1.3200525563897018e-05,1.3198630260458928e-05,6.318778544523843e-05,True,0.1
gplearn,g0026,strogatz_barmag1,4,ok,True,3601.647,0.11328993179512584,0.026436473531966657,0.027628419985653196,0.1829719521637712,True,0.05
udsr,g0009,Nguyen-6,0,ok,True,3601.647,0.0025058724924308024,0.9521210334880005,0.002481487753547727,1.3920209480550705,True,0.1
udsr,g0021,feynman-i.39.22,0,ok,True,3601.647,0.5125367422847048,0.5403686658388238,0.5408599999772565,1.0780985726113845,True,0.1
gplearn,g0026,strogatz_barmag1,4,ok,True,3601.647,0.11328993179512584,0.026436473531966657,0.027628419985653196,0.1829719521637712,True,0.1
imcts,g0048,MatSci21,0,ok,True,3601.647,6.542197123570064e-06,6.745599710154083e-06,6.17740126264298e-06,3.109779740064662e-06,True,0.05
gplearn,g0029,strogatz_vdp1,0,ok,True,3601.647,0.10373068403178042,0.10781157625213339,1.1693353253863301,0.8929398752264849,True,0.1
pysr,g0041,PO41,1,ok,True,3601.648,0.000372983146549185,0.0003469651015228534,0.00031011139307953313,0.008951894036838107,True,0.05
imcts,g0034,CRK11,3,ok,True,3601.648,2.8859917543095693e-06,4.23943410927656e-06,4.792705452951527e-06,0.005456846763622566,True,0.05
