dataset_id,global_index,dataset_name,family,subgroup,srsd_variant,basename,selection_mode,candidate_advantage_side,algorithm,taxonomy,prompt_semantics_mode,llm_model_assignment,semantic_background_preview,train_nmse,valid_nmse_raw_observed_not_used_for_probe4,id_nmse,ood_nmse,finite_train,finite_id,finite_ood,finite_id_ood,finite_train_id_ood,log_train_nmse_clipped,log_id_nmse_clipped,log_ood_nmse_clipped,combined_log_id_ood_nmse,gap_log_ood_minus_id,delta_id_minus_train,delta_ood_minus_id,id_ood_explosion_gt_100,train_id_ood_explosion_gt_100,raw_result_status,outer_status,budget_exhausted,probe4_success,normalized_status_for_probe4,wall_time_seconds,expression_artifact_available,equation_present,artifact_valid,sympy_parse_ok,canonical_artifact_error,raw_equation_char_count,normalized_expression_char_count,raw_equation_token_count,normalized_expression_token_count,ast_node_count,tree_depth,expression_complexity_bucket,expected_n_features,used_variable_count,variable_coverage_ratio,uses_all_features,uses_no_features_constant,operator_count,operator_set,operator_category_count,parameter_count,expression_health_label,raw_equation_preview,normalized_expression_preview,source_result_path,uses_linear_ops,uses_product_power_ops,uses_trig_ops,uses_exp_log_ops,uses_root_abs_inv_ops,uses_constant_symbols,uses_complex_symbols
g0094,94,first_principles_planck,srbench2025,srbench2025/firstprinciples,,first_principles_planck,strict,pysr,gplearn,classic_gp,none_or_original_e1,,,0.1375824829732366,0.5975267597828721,0.7334292505402144,0.8712451018931847,1,1,1,1,1,-0.86143685703320627,-0.1346417735479172,-0.059859650474124941,-0.097250712011021076,0.074782123073792256,0.7267950834852891,0.074782123073792256,0,0,timed_out,timed_out,1,1,success_budget_exhausted,3602.597,1,1,1,1,,3613,2831,2000,1324,894,31,very_complex,2,2,1,1,0,6,add;cos;log;mul;pow;sin,4,0,metric_ok_artifact_ok,"sub(add(div(log(X1), mul(log(sin(sqrt(X1))), X1)), add(div(div(sin(X0), cos(sub(cos(sub(sin(sin(sqrt(X1))), cos(0.754))), add(X1, X0)))), cos(cos(sqrt(log(X0))))), add(div(sin(X...",-(sin(sin(sin(sqrt(x1)))) - cos(sin(0.291*x0)))/cos(log(x0) - 0.728956467601389) - (cos(sin(x0) - sin(x0)/(cos(sin(cos(x1 - log(x0)))/cos(log(x0) - 0.728956467601389))*cos(x1 - ...,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w1_20260424-041046/anon-node-02/gplearn/first_principles_planck/result.json,1,1,1,1,0,0,0
g0094,94,first_principles_planck,srbench2025,srbench2025/firstprinciples,,first_principles_planck,strict,pysr,llmsr,llm_symbolic,physics_semantic_hidden_mapping,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,"The Planck's law is a model for the spectral radiance of a black body, given it's temperature and frequency. Data was synthetically generated using the Planck's law, with a range of parameters using the scripts in the pu",0.8486199691459627,1.266274461280533,1.1597503990356988,2.268347080455312,1,1,1,1,1,-0.071286752927803163,0.064364530618667218,0.35570950683194358,0.21003701872530539,0.29134497621327637,0.13565128354647038,0.29134497621327637,0,0,ok,ok,1,1,success_budget_exhausted,3602.163,1,1,1,1,,27,27,17,17,15,6,simple,2,2,1,1,0,4,add;exp;mul;pow,3,0,metric_ok_artifact_ok,c0 + c1*exp(-c2*x0/(c3*x1)),c0 + c1*exp(-c2*x0/(c3*x1)),/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-03/llmsr/g0094_first_principles_planck/result.json,1,1,0,1,0,0,0
g0094,94,first_principles_planck,srbench2025,srbench2025/firstprinciples,,first_principles_planck,strict,pysr,pyoperon,evolutionary_gp,none_or_original_e1,,,0.9272139415551658,0.4738227851986276,0.4382152080517256,0.0991927448983126,1,1,1,1,1,-0.032820046959302962,-0.35831255452899713,-1.0035200916145166,-0.68091632307175687,-0.64520753708551948,-0.32549250756969417,-0.64520753708551948,0,0,ok,ok,0,1,success_completed,8.815,1,1,1,1,,155,17,82,2,1,1,constant_or_trivial,2,0,0,0,1,0,,0,0,metric_ok_artifact_ok,((-27.363) + ((-0.000) * ((((0.548 * X1) / (sqrt(1 + (-2.048) ^ 2))) / (sqrt(1 + ((0.796 * X2) + (-1.516)) ^ 2))) / (sqrt(1 + exp(((-0.914) * X2)) ^ 2))))),-27.3630000000000,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w2_20260424-041046/anon-node-02/pyoperon/first_principles_planck/result.json,0,0,0,0,0,0,0
g0094,94,first_principles_planck,srbench2025,srbench2025/firstprinciples,,first_principles_planck,strict,pysr,pysr,evolutionary_gp,none_or_original_e1,,,4.036224996868529e-06,0.000104734723704,0.0001337452228889,0.0003991006888783,1,1,1,1,1,-5.3940246322827807,-3.8737217211575099,-3.3989175225898527,-3.6363196218736813,0.47480419856765721,1.5203029111252708,0.47480419856765721,0,0,timed_out,timed_out,1,1,success_budget_exhausted,3602.547,1,1,1,1,,94,69,43,29,17,5,simple,2,2,1,1,0,5,add;log;mul;pow;sin,4,0,metric_ok_artifact_ok,((x0 / x1) * -4.79128e-11) + (((log(x0) * 0.04001849) * log(x0)) + (sin(log(x1)) - 59.648384)),-4.79128e-11*x0/x1 + 0.04001849*log(x0)**2 + sin(log(x1)) - 59.648384,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-02/pysr/first_principles_planck/result.json,1,1,1,1,0,0,0
g0094,94,first_principles_planck,srbench2025,srbench2025/firstprinciples,,first_principles_planck,strict,pysr,tpsr,pretrained_neural,none_or_original_e1,,,0.8090373843393734,0.3985832727616336,0.3915353466946976,0.3421901596482571,1,1,1,1,1,-0.092031409862167637,-0.40722902496868596,-0.46573248360821301,-0.43648075428844946,-0.058503458639527051,-0.31519761510651834,-0.058503458639527051,0,0,ok,ok,0,1,success_completed,2610.699,1,1,1,1,,326,217,105,56,39,15,medium,2,2,1,1,0,5,add;exp;mul;pow;tan,4,0,metric_ok_artifact_ok,((-1.7 + ((1.9000000000000001 + (-0.6999999999999998 * tan(((0.7999999999999997 + ((0.0009999999999993764 + (0.8999999999999994 * exp((0.09999999999999938 + (-0.0900000000000000...,-1.4155343563970746e-14*x0 + (1.9000000000000001 - 0.6999999999999998*tan((0.0009999999999993764 + 0.9946538262680816*exp(-0.09000000000000001/(0.01 - 6.0*x0)))**2 + 0.099999999...,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w5_20260424-041046/anon-node-02/tpsr/first_principles_planck/result.json,1,1,1,1,0,0,0
g0094,94,first_principles_planck,srbench2025,srbench2025/firstprinciples,,first_principles_planck,strict,pysr,e2esr,pretrained_neural,none_or_original_e1,,,,,,,0,0,0,0,0,,,,,,,,0,0,,,0,0,metric_missing_raw_status_unknown,,0,0,0,0,,,,,,,,unknown_no_artifact,,,,0,0,,,,,metric_missing,,,,0,0,0,0,0,0,0
g0094,94,first_principles_planck,srbench2025,srbench2025/firstprinciples,,first_principles_planck,strict,pysr,imcts,mcts,none_or_original_e1,,,0.43907619398449493,1.19098081008756,0.8255216089442194,0.8581895567921761,1,1,1,1,1,-0.35746010901595415,-0.083271554112385099,-0.066416774649684276,-0.074844164381034695,0.016854779462700822,0.27418855490356908,0.016854779462700822,0,0,,,0,1,success_metrics_available_raw_status_unknown,,0,0,0,0,,,,,,,,unknown_no_artifact,,,,0,0,,,,,metric_ok_no_expression_artifact,,,,0,0,0,0,0,0,0
g0094,94,first_principles_planck,srbench2025,srbench2025/firstprinciples,,first_principles_planck,strict,pysr,qlattice,graph_hybrid,none_or_original_e1,,,0.0017288470533084418,0.03082556962690168,0.029252763204360575,0.22119081786207215,1,1,1,1,1,-2.7622434259523696,-1.533833104360381,-0.65523290555270719,-1.094533004956544,0.87860019880767382,1.2284103215919886,0.87860019880767382,0,0,,,0,1,success_metrics_available_raw_status_unknown,,0,0,0,0,,,,,,,,unknown_no_artifact,,,,0,0,,,,,metric_ok_no_expression_artifact,,,,0,0,0,0,0,0,0
g0094,94,first_principles_planck,srbench2025,srbench2025/firstprinciples,,first_principles_planck,strict,pysr,ragsr,rag_hybrid,none_or_original_e1,,,2.039873008593476e+31,5.516026904071e+31,4.569266958094209e+31,1.6525149440221727e+25,1,1,1,1,1,12,12,12,12,0,0,0,1,1,,,0,1,success_metrics_available_raw_status_unknown,,0,0,0,0,,,,,,,,unknown_no_artifact,,,,0,0,,,,,finite_but_exploded,,,,0,0,0,0,0,0,0
g0094,94,first_principles_planck,srbench2025,srbench2025/firstprinciples,,first_principles_planck,strict,pysr,udsr,rl_hybrid,none_or_original_e1,,,0.012295630470487401,0.1916066396275136,0.2343857291190969,0.9982946115011558,1,1,1,1,1,-1.910249197479666,-0.63006883443510642,-0.00074127307364658891,-0.3154050537543765,0.62932756136145984,1.2801803630445596,0.62932756136145984,0,0,,,0,1,success_metrics_available_raw_status_unknown,,0,0,0,0,,,,,,,,unknown_no_artifact,,,,0,0,,,,,metric_ok_no_expression_artifact,,,,0,0,0,0,0,0,0
g0095,95,strogatz_bacres2,srbench1.0,srbench1.0/strogatz,,strogatz_bacres2,strict,pysr,drsr,llm_assisted_rl,physics_semantic_hidden_mapping,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,This formula is about Dynamics of bacterial growth in a chemostat. Calculate the Rate of change of bacterial population (dy/dt) given Current nutrient concentration and Current bacterial population density,0.0008960471982348872,0.0005795825866400984,0.0007097748101427023,0.49763607533656545,1,1,1,1,1,-3.0476691137830696,-3.1488794177950599,-0.30308814368761405,-1.725983780741337,2.8457912741074458,-0.10121030401199027,2.8457912741074458,0,0,ok,ok,1,1,success_budget_exhausted,3900.983,1,1,1,1,,42,42,25,25,22,6,medium,2,2,1,1,0,3,add;mul;pow,2,0,metric_ok_artifact_ok,c0 + c1*x0/(c2*x0 + 1) + c3*x1/(c4*x1 + 1),c0 + c1*x0/(c2*x0 + 1) + c3*x1/(c4*x1 + 1),/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-04/drsr/g0095_strogatz_bacres2/result.json,1,1,0,0,0,0,0
g0095,95,strogatz_bacres2,srbench1.0,srbench1.0/strogatz,,strogatz_bacres2,strict,pysr,dso,rl_policy,none_or_original_e1,,,0.031934518850783,0.0252962951606591,0.0225825076181541,0.8758632127530185,1,1,1,1,1,-1.4957396228604374,-1.6462278345873271,-0.057563714134608521,-0.85189577436096786,1.5886641204527185,-0.15048821172688975,1.5886641204527185,0,0,timed_out,timed_out,1,1,success_budget_exhausted,3613.54,1,1,1,1,,23,23,14,14,10,6,simple,2,2,1,1,0,5,exp;log;mul;pow;sin,3,0,metric_ok_artifact_ok,exp(sin(x2/x1))*log(x1),exp(sin(x1/x0))*log(x0),/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-04/dso/strogatz_bacres2/result.json,0,1,1,1,0,0,0
g0095,95,strogatz_bacres2,srbench1.0,srbench1.0/strogatz,,strogatz_bacres2,strict,pysr,gplearn,classic_gp,none_or_original_e1,,,0.0036006201595135,0.0047436153423809,0.0034555654630747,0.8002297172870002,1,1,1,1,1,-2.4436226912719228,-2.4614808752365218,-0.096785324721431643,-1.2791330999789767,2.3646955505150902,-0.017858183964599039,2.3646955505150902,0,0,timed_out,timed_out,1,1,success_budget_exhausted,3602.52,1,1,1,1,,288,172,156,71,42,9,medium,2,2,1,1,0,8,add;cos;imaginaryunit;log;mul;pi;pow;sin,5,0,metric_ok_artifact_ok,"sqrt(mul(sin(sin(sin(log(sub(log(0.246), mul(log(0.700), div(X1, -0.901))))))), sub(sub(sub(sub(sub(sub(sub(sub(mul(log(-0.290), div(add(X0, X0), sqrt(0.246))), sin(X0)), sin(X0...",sqrt((4.03238919272756*x0*(-1.23787435600162 + I*pi) - log(x1**2) - 3*sin(x0) - 2*sin(log(x1)**2) - 2*cos(x0))*sin(sin(sin(log(-0.395865642551312*x1 - 1.40242374304977))))),/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w1_20260424-041046/anon-node-02/gplearn/strogatz_bacres2/result.json,1,1,1,1,0,1,1
g0095,95,strogatz_bacres2,srbench1.0,srbench1.0/strogatz,,strogatz_bacres2,strict,pysr,llmsr,llm_symbolic,physics_semantic_hidden_mapping,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,This formula is about Dynamics of bacterial growth in a chemostat. Calculate the Rate of change of bacterial population (dy/dt) given Current nutrient concentration and Current bacterial population density,2.85256944073481e-05,2.2973910518681016e-05,2.79750062911701e-05,0.2911349226437556,1,1,1,1,1,-4.544763774653525,-4.5532298071331194,-0.53590569630701423,-2.5445677517200669,4.0173241108261051,-0.0084660324795944319,4.0173241108261051,0,0,ok,ok,0,1,success_completed,3618.971,1,1,1,1,,102,102,65,65,50,6,medium,2,2,1,1,0,3,add;mul;pow,2,0,metric_ok_artifact_ok,c0*x0*x1/((c1 + x0)*(c2 + x1)) + c3*x0**2/(c4 + x0**2) + c5*x1**2/(c6 + x1**2) + c7*x0*x1/(c8 + x0*x1),c0*x0*x1/((c1 + x0)*(c2 + x1)) + c3*x0**2/(c4 + x0**2) + c5*x1**2/(c6 + x1**2) + c7*x0*x1/(c8 + x0*x1),/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-04/llmsr/g0095_strogatz_bacres2/result.json,1,1,0,0,0,0,0
g0095,95,strogatz_bacres2,srbench1.0,srbench1.0/strogatz,,strogatz_bacres2,strict,pysr,pyoperon,evolutionary_gp,none_or_original_e1,,,0.0001306730300553,5.246605489485302e-06,9.601909663085336e-06,0.034928620179668,1,1,1,1,1,-3.8838140383322708,-5.0176423842872975,-1.4568185703941998,-3.2372304773407485,3.5608238138930979,-1.1338283459550267,3.5608238138930979,0,0,ok,ok,0,1,success_completed,8.995,1,1,1,1,,68,45,33,18,14,7,simple,2,2,1,1,0,3,add;mul;pow,2,0,metric_ok_artifact_ok,(9.986 + (2.985 * (((-0.701) * X2) / (sqrt(1 + (1.059 * X1) ^ 2))))),-2.092485*x1/sqrt(1.121481*x0**2 + 1) + 9.986,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w2_20260424-041046/anon-node-02/pyoperon/strogatz_bacres2/result.json,1,1,0,0,0,0,0
g0095,95,strogatz_bacres2,srbench1.0,srbench1.0/strogatz,,strogatz_bacres2,strict,pysr,pysr,evolutionary_gp,none_or_original_e1,,,9.560367025974478e-16,2.275440149915233e-16,3.325352845682502e-16,1.072100809469807e-13,1,1,1,1,1,-12,-12,-12,-12,0,0,0,0,0,timed_out,timed_out,1,1,success_budget_exhausted,3602.454,1,1,1,1,,44,32,19,14,14,7,simple,2,2,1,1,0,3,add;mul;pow,2,0,metric_ok_artifact_ok,10.0 - ((x1 + x1) / ((2.0000029 / x0) + x0)),-2*x1/(x0 + 2.0000029/x0) + 10.0,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-02/pysr/strogatz_bacres2/result.json,1,1,0,0,0,0,0
g0095,95,strogatz_bacres2,srbench1.0,srbench1.0/strogatz,,strogatz_bacres2,strict,pysr,tpsr,pretrained_neural,none_or_original_e1,,,0.2108036786718974,0.1633242810719538,0.1847295075178393,1.146068061077664,1,1,1,1,1,-0.67612181465035515,-0.73346372757747247,0.059210409666932806,-0.33712665895526983,0.79267413724440527,-0.057341912927117322,0.79267413724440527,0,0,ok,ok,0,1,success_completed,2131.821,1,1,1,1,,138,92,38,21,11,5,simple,2,2,1,1,0,3,add;cos;mul,3,0,metric_ok_artifact_ok,((5.089906180327142 + (-4.95530835748932e-08 * cos((-2.109821641169777 * x_1)))) + (-0.9100938196728561 + (-5.263152619107956e-09 * x_0))),-5.263152619107956e-9*x0 - 4.95530835748932e-8*cos(2.109821641169777*x1) + 4.179812360654286,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w5_20260424-041046/anon-node-02/tpsr/strogatz_bacres2/result.json,1,1,1,0,0,0,0
g0095,95,strogatz_bacres2,srbench1.0,srbench1.0/strogatz,,strogatz_bacres2,strict,pysr,e2esr,pretrained_neural,none_or_original_e1,,,0.0020508202497091605,0.0025188479916428974,0.002219269350450682,,1,1,0,0,0,-2.6880724030058092,-2.6537899846920894,,,,0.034282418313719809,,0,0,,,0,0,metric_missing_raw_status_unknown,,0,0,0,0,,,,,,,,unknown_no_artifact,,,,0,0,,,,,metric_missing,,,,0,0,0,0,0,0,0
g0095,95,strogatz_bacres2,srbench1.0,srbench1.0/strogatz,,strogatz_bacres2,strict,pysr,imcts,mcts,none_or_original_e1,,,0.006413626997356145,0.005261092806431638,0.004860477909902363,0.920146892568989,1,1,1,1,1,-2.1928963012988243,-2.3133210263284103,-0.036142836198167654,-1.1747319312632889,2.2771781901302428,-0.12042472502958601,2.2771781901302428,0,0,,,0,1,success_metrics_available_raw_status_unknown,,0,0,0,0,,,,,,,,unknown_no_artifact,,,,0,0,,,,,metric_ok_no_expression_artifact,,,,0,0,0,0,0,0,0
g0095,95,strogatz_bacres2,srbench1.0,srbench1.0/strogatz,,strogatz_bacres2,strict,pysr,qlattice,graph_hybrid,none_or_original_e1,,,5.2947346805113e-05,3.70458852274513e-05,4.757562204611849e-05,0.16852529048694045,1,1,1,1,1,-4.2761557975351261,-4.322615524650387,-0.77333491559539225,-2.5479752201228898,3.5492806090549949,-0.046459727115260918,3.5492806090549949,0,0,,,0,1,success_metrics_available_raw_status_unknown,,0,0,0,0,,,,,,,,unknown_no_artifact,,,,0,0,,,,,metric_ok_no_expression_artifact,,,,0,0,0,0,0,0,0
g0095,95,strogatz_bacres2,srbench1.0,srbench1.0/strogatz,,strogatz_bacres2,strict,pysr,ragsr,rag_hybrid,none_or_original_e1,,,403.290174120669,217.6514847243364,259.294546834818,67.98555926696723,1,1,1,1,1,2.6056176408591978,2.4137933833160132,1.8324166745196502,2.1231050289178315,-0.58137670879636305,-0.19182425754318455,-0.58137670879636305,1,1,,,0,1,success_metrics_available_raw_status_unknown,,0,0,0,0,,,,,,,,unknown_no_artifact,,,,0,0,,,,,finite_but_exploded,,,,0,0,0,0,0,0,0
g0095,95,strogatz_bacres2,srbench1.0,srbench1.0/strogatz,,strogatz_bacres2,strict,pysr,udsr,rl_hybrid,none_or_original_e1,,,2.319899457277401e-09,4.944088436920229e-10,5.546330372022168e-11,0.001198488508689555,1,1,1,1,1,-8.6345308367021243,-10.255994264856804,-2.9213661256992816,-6.5886801952780427,7.3346281391575232,-1.62146342815468,7.3346281391575232,0,0,,,0,1,success_metrics_available_raw_status_unknown,,0,0,0,0,,,,,,,,unknown_no_artifact,,,,0,0,,,,,metric_ok_no_expression_artifact,,,,0,0,0,0,0,0,0
g0096,96,strogatz_predprey2,srbench1.0,srbench1.0/strogatz,,strogatz_predprey2,strict,pysr,drsr,llm_assisted_rl,physics_semantic_hidden_mapping,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,This formula is about Predator dynamics based on prey availability. Calculate the Rate of change of predator population (dy/dt) given Prey population size and Predator population size,1.08353383552184e-21,9.992758547098594e-22,7.665964750861375e-22,1.6577485363118372e-21,1,1,1,1,1,-12,-12,-12,-12,0,0,0,0,0,ok,ok,1,1,success_budget_exhausted,3900.797,1,1,1,1,,37,37,23,23,19,6,simple,2,2,1,1,0,3,add;mul;pow,2,0,metric_ok_artifact_ok,c0*x0*x1/(c1 + x0) + c2*(-c3 + x1)**2,c0*x0*x1/(c1 + x0) + c2*(-c3 + x1)**2,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-05/drsr/g0096_strogatz_predprey2/result.json,1,1,0,0,0,0,0
g0096,96,strogatz_predprey2,srbench1.0,srbench1.0/strogatz,,strogatz_predprey2,strict,pysr,dso,rl_policy,none_or_original_e1,,,0.1860529070218272,0.0823135771987452,0.1247963323658337,0.6743942536730563,1,1,1,1,1,-0.73036353986617653,-0.90379817792831985,-0.17108613887073251,-0.53744215839952614,0.73271203905758731,-0.17343463806214332,0.73271203905758731,0,0,timed_out,timed_out,1,1,success_budget_exhausted,3605.413,1,1,1,1,,9,9,5,5,5,3,simple,2,2,1,1,0,2,add;mul,2,0,metric_ok_artifact_ok,x1 - x2/3,x0 - x1/3,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/anon-node-04/dso/strogatz_predprey2/result.json,1,1,0,0,0,0,0
g0096,96,strogatz_predprey2,srbench1.0,srbench1.0/strogatz,,strogatz_predprey2,strict,pysr,gplearn,classic_gp,none_or_original_e1,,,0.0887401844107546,0.0641798133760475,0.0936073713277433,0.6740273805693593,1,1,1,1,1,-1.0518796731122528,-1.0286899503974505,-0.17132246104827656,-0.60000620572286356,0.85736748934917395,0.023189722714802352,0.85736748934917395,0,0,timed_out,timed_out,1,1,success_budget_exhausted,3602.455,1,1,1,1,,174,112,92,51,41,10,medium,2,2,1,1,0,5,add;cos;log;mul;pow,4,0,metric_ok_artifact_ok,"sub(cos(sub(cos(mul(sub(X0, 0.069), cos(cos(sub(X0, -0.905))))), sqrt(sub(X0, X1)))), add(log(add(X1, X0)), sub(cos(sub(X0, cos(add(X1, X0)))), sub(sub(X0, 0.048), -0.356))))",x0 - log(x0 + x1) - cos(x0 - cos(x0 + x1)) + cos(sqrt(x0 - x1) - cos((x0 - 0.069)*cos(cos(x0 + 0.905)))) + 0.308,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w1_20260424-041046/anon-node-02/gplearn/strogatz_predprey2/result.json,1,1,1,1,0,0,0
g0096,96,strogatz_predprey2,srbench1.0,srbench1.0/strogatz,,strogatz_predprey2,strict,pysr,llmsr,llm_symbolic,physics_semantic_hidden_mapping,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,This formula is about Predator dynamics based on prey availability. Calculate the Rate of change of predator population (dy/dt) given Prey population size and Predator population size,2.2477476125644013e-13,1.94132059033159e-13,2.0463425006772704e-13,6.017485254637517e-13,1,1,1,1,1,-12,-12,-12,-12,0,0,0,0,0,ok,ok,0,1,success_completed,3610.761,1,1,1,1,,48,48,29,29,23,5,medium,2,2,1,1,0,4,add;exp;mul;pow,3,0,metric_ok_artifact_ok,c0*c1*x0*x1/(c2 + x0) - c3*x1**2 + c4*exp(c5*x0),c0*c1*x0*x1/(c2 + x0) - c3*x1**2 + c4*exp(c5*x0),/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-05/llmsr/g0096_strogatz_predprey2/result.json,1,1,0,1,0,0,0
g0096,96,strogatz_predprey2,srbench1.0,srbench1.0/strogatz,,strogatz_predprey2,strict,pysr,pyoperon,evolutionary_gp,none_or_original_e1,,,0.1337030015754642,0.068831063943098,0.1132168319466264,0.7170622291198665,1,1,1,1,1,-0.87385884290234817,-0.94608900178624433,-0.14444315313186018,-0.54526607745905231,0.80164584865438415,-0.072230158883896167,0.80164584865438415,0,0,ok,ok,0,1,success_completed,9.114,1,1,1,1,,90,63,46,27,20,9,simple,2,2,1,1,0,4,add;mul;pow;tanh,2,0,metric_ok_artifact_ok,(4.930 + (7.596 * tanh((((-0.028) + ((-0.305) * X2)) / (sqrt(1 + ((-1.099) * X1) ^ 2)))))),7.596*tanh((-0.305*x1 - 0.028)/sqrt(1.207801*x0**2 + 1)) + 4.93,/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w2_20260424-041046/anon-node-02/pyoperon/strogatz_predprey2/result.json,1,1,0,0,0,0,0
g0096,96,strogatz_predprey2,srbench1.0,srbench1.0/strogatz,,strogatz_predprey2,strict,pysr,pysr,evolutionary_gp,none_or_original_e1,,,5.738103854007608e-14,4.9564130041796464e-14,5.1714498221990254e-14,1.848409215102169e-13,1,1,1,1,1,-12,-12,-12,-12,0,0,0,0,0,timed_out,timed_out,1,1,success_budget_exhausted,3602.352,1,1,1,1,,59,40,25,15,13,6,simple,2,2,1,1,0,3,add;mul;pow,2,0,metric_ok_artifact_ok,(((x1 + x1) * -0.03749999) + (x0 / (x0 - -1.0000007))) * x1,x1*(x0/(x0 + 1.0000007) - 0.07499998*x1),/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/anon-node-02/pysr/strogatz_predprey2/result.json,1,1,0,0,0,0,0
g0096,96,strogatz_predprey2,srbench1.0,srbench1.0/strogatz,,strogatz_predprey2,strict,pysr,tpsr,pretrained_neural,none_or_original_e1,,,0.1359998979301392,0.1379823810730051,0.0579844747972911,0.3663884064244366,1,1,1,1,1,-0.86646141757385564,-1.2366882721686436,-0.43605827710449607,-0.83637327463656985,0.80062999506414756,-0.37022685459478799,0.80062999506414756,0,0,timed_out,timed_out,1,1,success_budget_exhausted,3605.566,1,1,1,1,,270,117,122,47,36,8,medium,2,2,1,1,0,3,add;mul;pow,2,0,metric_ok_artifact_ok,((0.002 + x_0) - (((-0.1 + ((0.01 + (0.01 * (((0.030000000000000002 + x_0) + ((-0.030000000000000002 + (4.8 * x_1)) + (0.3 + (-6.0 * x_0)))))**2)) * (0.1 + (0.01 * x_1)))) - (0....,x0 - 0.1*x1 - (0.01*x1 + 0.1)*(0.01*(-5.0*x0 + 4.8*x1 + 0.29999999999999999)**2 + 0.01) - 0.197 - 0.9/(0.9 - 4.99*x1),/home/anonymous/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w5_20260424-041046/anon-node-02/tpsr/strogatz_predprey2/result.json,1,1,0,0,0,0,0
g0096,96,strogatz_predprey2,srbench1.0,srbench1.0/strogatz,,strogatz_predprey2,strict,pysr,e2esr,pretrained_neural,none_or_original_e1,,,0.08366852665183958,0.07994205928159626,0.0648010569897612,0.04479472628728442,1,1,1,1,1,-1.0774378785894017,-1.1884179101621708,-1.3487731127685547,-1.2685955114653629,-0.16035520260638392,-0.11098003157276914,-0.16035520260638392,0,0,,,0,1,success_metrics_available_raw_status_unknown,,0,0,0,0,,,,,,,,unknown_no_artifact,,,,0,0,,,,,metric_ok_no_expression_artifact,,,,0,0,0,0,0,0,0
g0096,96,strogatz_predprey2,srbench1.0,srbench1.0/strogatz,,strogatz_predprey2,strict,pysr,imcts,mcts,none_or_original_e1,,,0.08229287273383393,0.07425359974867365,0.08464308392941129,0.30878341816692284,1,1,1,1,1,-1.0846377767732007,-1.0724085217133481,-0.51034602955379249,-0.7913772756335703,0.56206249215955562,0.012229255059852617,0.56206249215955562,0,0,,,0,1,success_metrics_available_raw_status_unknown,,0,0,0,0,,,,,,,,unknown_no_artifact,,,,0,0,,,,,metric_ok_no_expression_artifact,,,,0,0,0,0,0,0,0
g0096,96,strogatz_predprey2,srbench1.0,srbench1.0/strogatz,,strogatz_predprey2,strict,pysr,qlattice,graph_hybrid,none_or_original_e1,,,0.0009926591321988316,0.0010021777672364089,0.001162398962242971,0.007506493050687084,1,1,1,1,1,-3.0031998576670609,-2.9346447864357339,-2.1245629131230168,-2.5296038497793756,0.81008187331271708,0.068555071231326981,0.81008187331271708,0,0,,,0,1,success_metrics_available_raw_status_unknown,,0,0,0,0,,,,,,,,unknown_no_artifact,,,,0,0,,,,,metric_ok_no_expression_artifact,,,,0,0,0,0,0,0,0
