task_id,tool,seed,global_index,host,status,termination_reason,dataset_name,dataset_dir,result_json,raw_result_json
llmsr_s1_g0048,llmsr,1,48,anon-node-03,ok,completed,,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci21,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed1/llmsr_s1_g0048.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed1/tasks/llmsr_s1_g0048/anon-node-03/llmsr/g0048_MatSci21/result.json
llmsr_s1_g0049,llmsr,1,49,anon-node-08,ok,completed,,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG3,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed1/llmsr_s1_g0049.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed1/tasks/llmsr_s1_g0049/anon-node-08/llmsr/g0049_BPG3/result.json
llmsr_s1_g0050,llmsr,1,50,anon-node-02,ok,completed,,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG9,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed1/llmsr_s1_g0050.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed1/tasks/llmsr_s1_g0050/anon-node-02/llmsr/g0050_BPG9/result.json
llmsr_s2_g0001,llmsr,2,1,anon-node-05,ok,completed,,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0001.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0001/anon-node-05/llmsr/g0001_II.34.2_1_0/result.json
llmsr_s2_g0002,llmsr,2,2,anon-node-07,ok,completed,,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_hubble,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0002.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0002/anon-node-07/llmsr/g0002_first_principles_hubble/result.json
llmsr_s2_g0003,llmsr,2,3,anon-node-04,ok,completed,,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.27.18,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0003.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0003/anon-node-04/llmsr/g0003_feynman-ii.27.18/result.json
llmsr_s2_g0004,llmsr,2,4,anon-node-03,ok,completed,,/home/anonymous/sim-datasets-data/korns/Korns-4,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0004.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0004/anon-node-03/llmsr/g0004_Korns-4/result.json
llmsr_s2_g0005,llmsr,2,5,anon-node-06,ok,completed,,/home/anonymous/sim-datasets-data/keijzer/Keijzer-11,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0005.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0005/anon-node-06/llmsr/g0005_Keijzer-11/result.json
llmsr_s2_g0006,llmsr,2,6,anon-node-08,ok,completed,,/home/anonymous/sim-datasets-data/keijzer/Keijzer-2,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0006.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0006/anon-node-08/llmsr/g0006_Keijzer-2/result.json
llmsr_s2_g0007,llmsr,2,7,anon-node-05,ok,completed,,/home/anonymous/sim-datasets-data/korns/Korns-2,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0007.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0007/anon-node-05/llmsr/g0007_Korns-2/result.json
llmsr_s2_g0008,llmsr,2,8,anon-node-06,ok,completed,,/home/anonymous/sim-datasets-data/nguyen/Nguyen-12,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0008.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0008/anon-node-06/llmsr/g0008_Nguyen-12/result.json
llmsr_s2_g0009,llmsr,2,9,anon-node-02,ok,completed,,/home/anonymous/sim-datasets-data/nguyen/Nguyen-6,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0009.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0009/anon-node-02/llmsr/g0009_Nguyen-6/result.json
llmsr_s2_g0010,llmsr,2,10,anon-node-04,ok,completed,,/home/anonymous/sim-datasets-data/nguyen/Nguyen-9,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0010.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0010/anon-node-04/llmsr/g0010_Nguyen-9/result.json
llmsr_s2_g0011,llmsr,2,11,anon-node-08,ok,completed,,/home/anonymous/sim-datasets-data/vladislavleva/Vladislavleva-4,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0011.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0011/anon-node-08/llmsr/g0011_Vladislavleva-4/result.json
llmsr_s2_g0012,llmsr,2,12,anon-node-03,ok,budget_exhausted_with_output,,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_27_6,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0012.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0012/anon-node-03/llmsr/g0012_feynman_I_27_6/result.json
llmsr_s2_g0013,llmsr,2,13,anon-node-07,ok,completed,,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0013.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0013/anon-node-07/llmsr/g0013_feynman-i.43.31/result.json
llmsr_s2_g0014,llmsr,2,14,anon-node-04,ok,completed,,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0014.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0014/anon-node-04/llmsr/g0014_feynman-ii.34.11/result.json
llmsr_s2_g0015,llmsr,2,15,anon-node-08,ok,completed,,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0015.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0015/anon-node-08/llmsr/g0015_III.21.20_3_0/result.json
llmsr_s2_g0016,llmsr,2,16,anon-node-06,ok,completed,,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_II_15_4,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0016.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0016/anon-node-06/llmsr/g0016_feynman_II_15_4/result.json
llmsr_s2_g0017,llmsr,2,17,anon-node-03,ok,completed,,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow1,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0017.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0017/anon-node-03/llmsr/g0017_strogatz_shearflow1/result.json
llmsr_s2_g0018,llmsr,2,18,anon-node-02,ok,completed,,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.18.16,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0018.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0018/anon-node-02/llmsr/g0018_feynman-i.18.16/result.json
llmsr_s2_g0019,llmsr,2,19,anon-node-05,ok,completed,,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.34.2a,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0019.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0019/anon-node-05/llmsr/g0019_feynman-ii.34.2a/result.json
llmsr_s2_g0020,llmsr,2,20,anon-node-04,ok,completed,,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_leavitt,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0020.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0020/anon-node-04/llmsr/g0020_first_principles_leavitt/result.json
llmsr_s2_g0021,llmsr,2,21,anon-node-06,ok,completed,,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.39.22,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0021.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0021/anon-node-06/llmsr/g0021_feynman-i.39.22/result.json
llmsr_s2_g0022,llmsr,2,22,anon-node-08,ok,completed,,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.11.19,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0022.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0022/anon-node-08/llmsr/g0022_feynman-i.11.19/result.json
llmsr_s2_g0023,llmsr,2,23,anon-node-03,ok,completed,,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_4_0,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0023.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0023/anon-node-03/llmsr/g0023_I.11.19_4_0/result.json
llmsr_s2_g0024,llmsr,2,24,anon-node-07,ok,completed,,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_predprey2,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0024.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0024/anon-node-07/llmsr/g0024_strogatz_predprey2/result.json
llmsr_s2_g0025,llmsr,2,25,anon-node-04,ok,completed,,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_barmag2,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0025.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0025/anon-node-04/llmsr/g0025_strogatz_barmag2/result.json
llmsr_s2_g0026,llmsr,2,26,anon-node-05,ok,completed,,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0026.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0026/anon-node-05/llmsr/g0026_strogatz_barmag1/result.json
llmsr_s2_g0027,llmsr,2,27,anon-node-03,ok,completed,,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_12_11,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0027.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0027/anon-node-03/llmsr/g0027_feynman_I_12_11/result.json
llmsr_s2_g0028,llmsr,2,28,anon-node-06,ok,completed,,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy/feynman-ii.4.23,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0028.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0028/anon-node-06/llmsr/g0028_feynman-ii.4.23/result.json
llmsr_s2_g0029,llmsr,2,29,anon-node-08,ok,completed,,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_vdp1,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0029.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0029/anon-node-08/llmsr/g0029_strogatz_vdp1/result.json
llmsr_s2_g0030,llmsr,2,30,anon-node-02,ok,completed,,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy/feynman-iii.7.38,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0030.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0030/anon-node-02/llmsr/g0030_feynman-iii.7.38/result.json
llmsr_s2_g0031,llmsr,2,31,anon-node-05,ok,completed,,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.11.27_1_0,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0031.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0031/anon-node-05/llmsr/g0031_II.11.27_1_0/result.json
llmsr_s2_g0032,llmsr,2,32,anon-node-04,ok,completed,,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.13.12,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0032.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0032/anon-node-04/llmsr/g0032_feynman-i.13.12/result.json
llmsr_s2_g0033,llmsr,2,33,anon-node-03,ok,completed,,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.10.19,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0033.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0033/anon-node-03/llmsr/g0033_feynman-iii.10.19/result.json
llmsr_s2_g0034,llmsr,2,34,anon-node-06,ok,completed,,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK11,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0034.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0034/anon-node-06/llmsr/g0034_CRK11/result.json
llmsr_s2_g0035,llmsr,2,35,anon-node-08,ok,completed,,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.32.5,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0035.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0035/anon-node-08/llmsr/g0035_feynman-i.32.5/result.json
llmsr_s2_g0036,llmsr,2,36,anon-node-02,ok,completed,,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK10,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0036.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0036/anon-node-02/llmsr/g0036_CRK10/result.json
llmsr_s2_g0037,llmsr,2,37,anon-node-04,ok,completed,,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK34,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0037.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0037/anon-node-04/llmsr/g0037_CRK34/result.json
llmsr_s2_g0038,llmsr,2,38,anon-node-05,ok,completed,,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO19,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0038.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0038/anon-node-05/llmsr/g0038_PO19/result.json
llmsr_s2_g0039,llmsr,2,39,anon-node-03,ok,completed,,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK0,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0039.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0039/anon-node-03/llmsr/g0039_CRK0/result.json
llmsr_s2_g0040,llmsr,2,40,anon-node-02,ok,completed,,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.29.16,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0040.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0040/anon-node-02/llmsr/g0040_feynman-i.29.16/result.json
llmsr_s2_g0041,llmsr,2,41,anon-node-07,ok,completed,,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO41,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0041.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0041/anon-node-07/llmsr/g0041_PO41/result.json
llmsr_s2_g0042,llmsr,2,42,anon-node-08,ok,completed,,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_15,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0042.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0042/anon-node-08/llmsr/g0042_feynman_test_15/result.json
llmsr_s2_g0043,llmsr,2,43,anon-node-05,ok,completed,,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK33,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0043.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0043/anon-node-05/llmsr/g0043_CRK33/result.json
llmsr_s2_g0044,llmsr,2,44,anon-node-06,ok,completed,,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3t,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0044.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0044/anon-node-06/llmsr/g0044_feynman-i.15.3t/result.json
llmsr_s2_g0045,llmsr,2,45,anon-node-03,ok,completed,,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.20,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0045.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0045/anon-node-03/llmsr/g0045_feynman-bonus.20/result.json
llmsr_s2_g0046,llmsr,2,46,anon-node-07,ok,completed,,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0046.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0046/anon-node-07/llmsr/g0046_II.6.15b_3_0/result.json
llmsr_s2_g0047,llmsr,2,47,anon-node-02,ok,completed,,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG5,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0047.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0047/anon-node-02/llmsr/g0047_BPG5/result.json
llmsr_s2_g0048,llmsr,2,48,anon-node-08,ok,completed,,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci21,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0048.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0048/anon-node-08/llmsr/g0048_MatSci21/result.json
llmsr_s2_g0049,llmsr,2,49,anon-node-06,ok,completed,,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG3,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0049.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0049/anon-node-06/llmsr/g0049_BPG3/result.json
llmsr_s2_g0050,llmsr,2,50,anon-node-03,ok,completed,,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG9,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed2/llmsr_s2_g0050.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0050/anon-node-03/llmsr/g0050_BPG9/result.json
llmsr_s3_g0001,llmsr,3,1,anon-node-07,ok,completed,,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed3/llmsr_s3_g0001.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed3/tasks/llmsr_s3_g0001/anon-node-07/llmsr/g0001_II.34.2_1_0/result.json
llmsr_s3_g0002,llmsr,3,2,anon-node-02,ok,completed,,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_hubble,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed3/llmsr_s3_g0002.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed3/tasks/llmsr_s3_g0002/anon-node-02/llmsr/g0002_first_principles_hubble/result.json
llmsr_s3_g0003,llmsr,3,3,anon-node-08,ok,completed,,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.27.18,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed3/llmsr_s3_g0003.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed3/tasks/llmsr_s3_g0003/anon-node-08/llmsr/g0003_feynman-ii.27.18/result.json
llmsr_s3_g0004,llmsr,3,4,anon-node-05,ok,completed,,/home/anonymous/sim-datasets-data/korns/Korns-4,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed3/llmsr_s3_g0004.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed3/tasks/llmsr_s3_g0004/anon-node-05/llmsr/g0004_Korns-4/result.json
llmsr_s3_g0005,llmsr,3,5,anon-node-06,ok,completed,,/home/anonymous/sim-datasets-data/keijzer/Keijzer-11,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed3/llmsr_s3_g0005.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed3/tasks/llmsr_s3_g0005/anon-node-06/llmsr/g0005_Keijzer-11/result.json
llmsr_s3_g0006,llmsr,3,6,anon-node-02,ok,completed,,/home/anonymous/sim-datasets-data/keijzer/Keijzer-2,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed3/llmsr_s3_g0006.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed3/tasks/llmsr_s3_g0006/anon-node-02/llmsr/g0006_Keijzer-2/result.json
llmsr_s3_g0007,llmsr,3,7,anon-node-03,ok,completed,,/home/anonymous/sim-datasets-data/korns/Korns-2,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed3/llmsr_s3_g0007.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed3/tasks/llmsr_s3_g0007/anon-node-03/llmsr/g0007_Korns-2/result.json
llmsr_s3_g0008,llmsr,3,8,anon-node-07,ok,completed,,/home/anonymous/sim-datasets-data/nguyen/Nguyen-12,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed3/llmsr_s3_g0008.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed3/tasks/llmsr_s3_g0008/anon-node-07/llmsr/g0008_Nguyen-12/result.json
llmsr_s3_g0009,llmsr,3,9,anon-node-05,ok,completed,,/home/anonymous/sim-datasets-data/nguyen/Nguyen-6,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed3/llmsr_s3_g0009.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed3/tasks/llmsr_s3_g0009/anon-node-05/llmsr/g0009_Nguyen-6/result.json
llmsr_s3_g0010,llmsr,3,10,anon-node-06,ok,completed,,/home/anonymous/sim-datasets-data/nguyen/Nguyen-9,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed3/llmsr_s3_g0010.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed3/tasks/llmsr_s3_g0010/anon-node-06/llmsr/g0010_Nguyen-9/result.json
llmsr_s3_g0011,llmsr,3,11,anon-node-02,ok,completed,,/home/anonymous/sim-datasets-data/vladislavleva/Vladislavleva-4,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed3/llmsr_s3_g0011.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed3/tasks/llmsr_s3_g0011/anon-node-02/llmsr/g0011_Vladislavleva-4/result.json
llmsr_s3_g0012,llmsr,3,12,anon-node-07,ok,budget_exhausted_with_output,,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_27_6,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed3/llmsr_s3_g0012.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed3/tasks/llmsr_s3_g0012/anon-node-07/llmsr/g0012_feynman_I_27_6/result.json
llmsr_s3_g0013,llmsr,3,13,anon-node-05,ok,completed,,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31,exp-planning/04.Core50正式全量评测/generated/core50_12alg_5seed_final_results/results/llmsr/seed3/llmsr_s3_g0013.json,experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed3/tasks/llmsr_s3_g0013/anon-node-05/llmsr/g0013_feynman-i.43.31/result.json
