global_index,dataset_name,dataset_dir,dataset_rel,family,subgroup,basename,pool,selection_mode,candidate_advantage_side,train_csv,valid_csv,id_test_csv,ood_test_csv,metadata_yaml,formula_py
64,feynman-i.39.10,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.39.10,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.39.10,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.39.10,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.39.10/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.39.10/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.39.10/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.39.10/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.39.10/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.39.10/formula.py
65,feynman-i.50.26,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.50.26,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.50.26,srsd,srsd/srsd-feynman_hard,feynman-i.50.26,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.50.26/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.50.26/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.50.26/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.50.26/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.50.26/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.50.26/formula.py
66,Nguyen-5,/home/anonymous/sim-datasets-data/nguyen/Nguyen-5,sim-datasets-data/nguyen/Nguyen-5,nguyen,nguyen,Nguyen-5,A,strict,pysr,/home/anonymous/sim-datasets-data/nguyen/Nguyen-5/train.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-5/valid.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-5/id_test.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-5/ood_test.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-5/metadata.yaml,/home/anonymous/sim-datasets-data/nguyen/Nguyen-5/formula.py
67,Nguyen-6,/home/anonymous/sim-datasets-data/nguyen/Nguyen-6,sim-datasets-data/nguyen/Nguyen-6,nguyen,nguyen,Nguyen-6,A,strict,pysr,/home/anonymous/sim-datasets-data/nguyen/Nguyen-6/train.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-6/valid.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-6/id_test.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-6/ood_test.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-6/metadata.yaml,/home/anonymous/sim-datasets-data/nguyen/Nguyen-6/formula.py
68,Nguyen-9,/home/anonymous/sim-datasets-data/nguyen/Nguyen-9,sim-datasets-data/nguyen/Nguyen-9,nguyen,nguyen,Nguyen-9,A,strict,pysr,/home/anonymous/sim-datasets-data/nguyen/Nguyen-9/train.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-9/valid.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-9/id_test.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-9/ood_test.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-9/metadata.yaml,/home/anonymous/sim-datasets-data/nguyen/Nguyen-9/formula.py
69,feynman-ii.8.31,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31,srsd,srsd/srsd-feynman_easy_dummy,feynman-ii.8.31,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31/formula.py
70,III.21.20_3_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0,llm-srbench,llm-srbench/lsrtransform,III.21.20_3_0,A,strict,pysr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/formula.py
71,feynman-ii.36.38,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.36.38,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.36.38,srsd,srsd/srsd-feynman_hard_dummy,feynman-ii.36.38,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.36.38/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.36.38/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.36.38/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.36.38/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.36.38/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.36.38/formula.py
72,feynman-i.43.31,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31,srsd,srsd/srsd-feynman_medium,feynman-i.43.31,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/formula.py
73,feynman-i.43.31,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.43.31,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/formula.py
74,feynman-iii.4.32,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.4.32,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.4.32,srsd,srsd/srsd-feynman_medium_dummy,feynman-iii.4.32,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.4.32/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.4.32/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.4.32/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.4.32/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.4.32/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.4.32/formula.py
75,feynman-bonus.3,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3,srsd,srsd/srsd-feynman_hard_dummy,feynman-bonus.3,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3/formula.py
76,feynman-bonus.17,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17,srsd,srsd/srsd-feynman_hard_dummy,feynman-bonus.17,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17/formula.py
77,I.40.1_4_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.40.1_4_0,sim-datasets-data/llm-srbench/lsrtransform/I.40.1_4_0,llm-srbench,llm-srbench/lsrtransform,I.40.1_4_0,A,strict,pysr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.40.1_4_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.40.1_4_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.40.1_4_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.40.1_4_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.40.1_4_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.40.1_4_0/formula.py
78,III.21.20_2_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0,llm-srbench,llm-srbench/lsrtransform,III.21.20_2_0,A,strict,pysr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/formula.py
79,I.11.19_5_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0,sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0,llm-srbench,llm-srbench/lsrtransform,I.11.19_5_0,A,strict,pysr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0/formula.py
80,II.37.1_2_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.37.1_2_0,sim-datasets-data/llm-srbench/lsrtransform/II.37.1_2_0,llm-srbench,llm-srbench/lsrtransform,II.37.1_2_0,A,strict,pysr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.37.1_2_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.37.1_2_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.37.1_2_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.37.1_2_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.37.1_2_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.37.1_2_0/formula.py
81,II.36.38_4_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_4_0,sim-datasets-data/llm-srbench/lsrtransform/II.36.38_4_0,llm-srbench,llm-srbench/lsrtransform,II.36.38_4_0,A,strict,pysr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_4_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_4_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_4_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_4_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_4_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_4_0/formula.py
82,II.34.2_1_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0,sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0,llm-srbench,llm-srbench/lsrtransform,II.34.2_1_0,A,strict,pysr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0/formula.py
83,feynman-i.12.11,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.12.11,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.12.11,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.12.11,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.12.11/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.12.11/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.12.11/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.12.11/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.12.11/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.12.11/formula.py
84,feynman-ii.21.32,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.21.32,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.21.32,srsd,srsd/srsd-feynman_medium_dummy,feynman-ii.21.32,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.21.32/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.21.32/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.21.32/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.21.32/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.21.32/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.21.32/formula.py
85,feynman-i.12.1,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.12.1,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.12.1,srsd,srsd/srsd-feynman_easy_dummy,feynman-i.12.1,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.12.1/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.12.1/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.12.1/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.12.1/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.12.1/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.12.1/formula.py
86,feynman-i.10.7,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.10.7,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.10.7,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.10.7,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.10.7/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.10.7/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.10.7/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.10.7/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.10.7/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.10.7/formula.py
87,feynman-bonus.7,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7,srsd,srsd/srsd-feynman_hard_dummy,feynman-bonus.7,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7/formula.py
88,strogatz_lv1,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_lv1,sim-datasets-data/srbench1.0/strogatz/strogatz_lv1,srbench1.0,srbench1.0/strogatz,strogatz_lv1,A,strict,pysr,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_lv1/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_lv1/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_lv1/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_lv1/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_lv1/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_lv1/formula.py
89,strogatz_lv2,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_lv2,sim-datasets-data/srbench1.0/strogatz/strogatz_lv2,srbench1.0,srbench1.0/strogatz,strogatz_lv2,A,strict,pysr,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_lv2/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_lv2/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_lv2/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_lv2/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_lv2/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_lv2/formula.py
90,Korns-1,/home/anonymous/sim-datasets-data/korns/Korns-1,sim-datasets-data/korns/Korns-1,korns,korns,Korns-1,A,strict,llmsr,/home/anonymous/sim-datasets-data/korns/Korns-1/train.csv,/home/anonymous/sim-datasets-data/korns/Korns-1/valid.csv,/home/anonymous/sim-datasets-data/korns/Korns-1/id_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-1/ood_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-1/metadata.yaml,/home/anonymous/sim-datasets-data/korns/Korns-1/formula.py
91,strogatz_shearflow2,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow2,sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow2,srbench1.0,srbench1.0/strogatz,strogatz_shearflow2,A,strict,pysr,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow2/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow2/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow2/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow2/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow2/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow2/formula.py
92,strogatz_glider2,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_glider2,sim-datasets-data/srbench1.0/strogatz/strogatz_glider2,srbench1.0,srbench1.0/strogatz,strogatz_glider2,A,strict,pysr,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_glider2/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_glider2/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_glider2/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_glider2/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_glider2/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_glider2/formula.py
93,Nguyen-11,/home/anonymous/sim-datasets-data/nguyen/Nguyen-11,sim-datasets-data/nguyen/Nguyen-11,nguyen,nguyen,Nguyen-11,A,strict,pysr,/home/anonymous/sim-datasets-data/nguyen/Nguyen-11/train.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-11/valid.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-11/id_test.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-11/ood_test.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-11/metadata.yaml,/home/anonymous/sim-datasets-data/nguyen/Nguyen-11/formula.py
94,first_principles_planck,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_planck,sim-datasets-data/srbench2025/firstprinciples/first_principles_planck,srbench2025,srbench2025/firstprinciples,first_principles_planck,A,strict,pysr,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_planck/train.csv,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_planck/valid.csv,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_planck/id_test.csv,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_planck/ood_test.csv,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_planck/metadata.yaml,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_planck/formula.py
95,strogatz_bacres2,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_bacres2,sim-datasets-data/srbench1.0/strogatz/strogatz_bacres2,srbench1.0,srbench1.0/strogatz,strogatz_bacres2,A,strict,pysr,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_bacres2/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_bacres2/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_bacres2/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_bacres2/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_bacres2/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_bacres2/formula.py
96,strogatz_predprey2,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_predprey2,sim-datasets-data/srbench1.0/strogatz/strogatz_predprey2,srbench1.0,srbench1.0/strogatz,strogatz_predprey2,A,strict,pysr,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_predprey2/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_predprey2/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_predprey2/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_predprey2/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_predprey2/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_predprey2/formula.py
97,Keijzer-1,/home/anonymous/sim-datasets-data/keijzer/Keijzer-1,sim-datasets-data/keijzer/Keijzer-1,keijzer,keijzer,Keijzer-1,A,strict,pysr,/home/anonymous/sim-datasets-data/keijzer/Keijzer-1/train.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-1/valid.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-1/id_test.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-1/ood_test.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-1/metadata.yaml,/home/anonymous/sim-datasets-data/keijzer/Keijzer-1/formula.py
