dataset_id,dataset_name,algorithm,seed,host,task_label,status,termination_reason,timeout_type,budget_exhausted,recovered_from_timeout,seconds,train_nmse,valid_nmse,id_nmse,ood_nmse,id_r2,ood_r2,has_expression,artifact_valid,normalized_expression,instantiated_expression,variables,operator_set,ast_node_count,tree_depth,n_features,feature_names,target_name,inject_prompt_semantics,llm_model_assignment,llm_config_path,background_preview,result_path
g0006,feynman-ii.11.27,llmsr,1314,anon-node-03,g0006_feynman-ii.11.27,ok,completed,not_timeout,False,False,3611.457,0.8395855282853512,0.8436847869857256,0.8531841784013156,0.9484085717441201,0.07723218501807594,-32.84704174452654,True,True,c0*x0/x1**2 + c1*sqrt(x2),1.0*x0/x1**2 + 1.0*sqrt(x2),x0;x1;x2,add;mul;pow,12.0,4.0,5,x0;x1;x2;x3;x4,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate the Polarizability given Number of atom, Molecular polarizability, Vacuum permittivity There are 5 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-03/llmsr/g0006_feynman-ii.11.27/result.json
g0007,CRK22,llmsr,1314,anon-node-04,g0007_CRK22,ok,completed,not_timeout,False,False,3623.686,3.1709772850649665e-05,3.176665293091539e-05,4.5213403021604576e-05,0.7731208898957276,0.9999454664060873,-47.82901955817526,True,True,c0*x1/(c1*x0**2 + c2*x1**2 + c3*x0*x1 + 1),-0.8193793004195503*x1/(0.026027658196573163*x0**2 + 1.6631586464401757*x1**2 + 1.9510379172773593*x0*x1 + 1),x0;x1,add;mul;pow,21.0,6.0,2,t;A,dA_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,Calculate Rate of change of concentration in chemistry reaction kinetics given Time and Concentration at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-04/llmsr/g0007_CRK22/result.json
g0008,feynman-ii.34.29a,llmsr,1314,anon-node-05,g0008_feynman-ii.34.29a,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3601.998,0.9999999999418788,1.0000000000371407,0.9999999999618171,0.9999999999998233,-0.0001264660869155776,-4.7567392913450135e-08,True,True,9.27400915000000e-24,9.27400915000000e-24,,,1.0,1.0,3,x0;x1;x2,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate the Bohr magneton given Electric charge, Planck constant There are 3 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role ""h, Planck constant""; 1 varia",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-05/llmsr/g0008_feynman-ii.34.29a/result.json
g0009,feynman-ii.15.4,llmsr,1314,anon-node-02,g0009_feynman-ii.15.4,ok,completed,not_timeout,False,False,3606.727,1299491.6341989452,1018254.6961353669,912253.9741074778,492994.2875566674,-912435.0201171068,-493063.5908968904,True,True,-c0*x0*x1*cos(x2),-1.0*x0*x1*cos(x2),x0;x1;x2,cos;mul,7.0,3.0,6,x0;x1;x2;x3;x4;x5,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate the Energy from magnetic field given Magnetic dipole moment, Magnetic field strength, Angle There are 6 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-02/llmsr/g0009_feynman-ii.15.4/result.json
g0010,feynman-bonus.7,llmsr,1314,anon-node-03,g0010_feynman-bonus.7,ok,completed,not_timeout,False,False,3611.05,0.6511262643536354,0.6087555284747678,0.6863630707281894,0.007655768051679407,0.051826997482270376,0.9792939340224853,True,True,199866666.666667*sqrt(6)*sqrt(pi)*sqrt(c0*x0/(c1*x2)),199866666.666667*sqrt(6)*sqrt(pi)*sqrt(1.0*x0/(1.0*x2)),x0;x2,mul;pi;pow,19.0,5.0,3,x0;x1;x2,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate the Hubble's constant given Gravitational constant, Density of the universe, Spacetime curvature",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-03/llmsr/g0010_feynman-bonus.7/result.json
g0011,feynman-i.25.13,llmsr,1314,anon-node-04,g0011_feynman-i.25.13,ok,completed,not_timeout,False,False,3616.239,1.6638274106536254e-15,1.6090795276484084e-15,1.9694297205031167e-15,1.4981547589532991e-27,0.999999999999998,1.0,True,True,c0*x0/x1,1.0*x0/x1,x0;x1,mul;pow,6.0,3.0,3,x0;x1;x2,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate the Voltage given Electric charge, Electrostatic Capacitance There are 3 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role ""C, Electrostatic Capacit",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-04/llmsr/g0011_feynman-i.25.13/result.json
g0012,feynman-i.26.2,llmsr,1314,anon-node-05,g0012_feynman-i.26.2,ok,completed,not_timeout,False,False,3611.128,1.139866391827608e-16,1.3402381973070456e-16,2.5399985856257016e-16,1.1547034873770513e-15,0.9999999999999998,0.9999999999999988,True,True,c0 + c1*sin(x0)/sin(x1) + c2*sin(x0)/sin(x2) + c3*sin(x1)/sin(x3),1.1286758436861302e-08 + -6.966974584618663e-09*sin(x0)/sin(x1) + -7.235161380072079e-09*sin(x0)/sin(x2) + 0.9999999925382828*sin(x1)/sin(x3),x0;x1;x2;x3,add;mul;pow;sin,26.0,5.0,5,x0;x1;x2;x3;x4,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate the Relative refractive index given Refraction angle 1, Refraction angle 2 There are 5 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role ""theta_1, R",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-05/llmsr/g0012_feynman-i.26.2/result.json
g0013,feynman-bonus.20,llmsr,1314,anon-node-02,g0013_feynman-bonus.20,ok,completed,not_timeout,False,False,3606.57,1.0,1.0,1.0,,-0.02101722284107188,,True,True,c0*x1**2*exp(-c1*x0/x2)/(x0**4*x2**2),1.0*x1**2*exp(-1.0*x0/x2)/(x0**4*x2**2),x0;x1;x2,exp;mul;pow,19.0,5.0,3,x0;x1;x2,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate the Differential cross section given Fine structure constant, Planck constant, Electron mass",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-02/llmsr/g0013_feynman-bonus.20/result.json
g0014,feynman-i.14.4,llmsr,1314,anon-node-03,g0014_feynman-i.14.4,ok,completed,not_timeout,False,False,3611.076,0.11172944546533313,0.13383950841171227,0.09167135977547487,0.30870546010285166,0.8986131462568065,-22.629449937895718,True,True,0.5*c0*x0**2*x1**2,0.5*0.00013611700223600115*x0**2*x1**2,x0;x1,mul;pow,9.0,3.0,5,x0;x1;x2;x3;x4,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate the Elastic energy given Spring constant, Position There are 5 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role ""k_spring, Spring constant""; 1 vari",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-03/llmsr/g0014_feynman-i.14.4/result.json
g0015,feynman-i.41.16,llmsr,1314,anon-node-04,g0015_feynman-i.41.16,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3607.736,1.2667435786954995e+60,1.7639548604712606e+60,1.79236233240574e+60,1.0,-1.9811706216068545e+60,-27.456208505619323,True,True,c0*x0*x1**3/(exp(c1*x0*x1) - 1),5.97397656119277e-08*x0*x1**3/(exp(1.7508195154821302*x0*x1) - 1),x0;x1,add;exp;mul;pow,15.0,6.0,2,x0;x1,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate the Radiation per frequency given Planck constant, Frequency of electromagnetic wave",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-04/llmsr/g0015_feynman-i.41.16/result.json
g0016,first_principles_newton,llmsr,1314,anon-node-05,g0016_first_principles_newton,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3601.849,0.05007683027495667,0.04284700962946443,0.0013244759670925452,0.09315682283830268,-1.0706503149779727,-0.4785415142981768,True,True,c0/x0**2 + c1,1.0/x0**2 + 43.294985134006794,x0,add;mul;pow,7.0,4.0,3,r;m1;m2,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"The Newton's law of gravitation is a model for the gravitational force between two bodies, given their masses and distance. Data was synthetically generated using the Newton's law of gravitation, with a range of paramete",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-05/llmsr/g0016_first_principles_newton/result.json
g0017,feynman-ii.11.28,llmsr,1314,anon-node-02,g0017_feynman-ii.11.28,ok,completed,not_timeout,False,False,3606.686,0.9999999083656184,0.9999999048520345,0.9999999126058451,0.9999974755451944,-129607358978998.27,-26770721851826.04,True,True,c0*x0*x1,1.0*x0*x1,x0;x1,mul,4.0,2.0,2,x0;x1,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate the Electric dipole moment per unit volume given Number of electric dipoles, Molecular polarizability",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-02/llmsr/g0017_feynman-ii.11.28/result.json
g0018,feynman-i.38.12,llmsr,1314,anon-node-03,g0018_feynman-i.38.12,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3602.533,0.9997980383573678,0.9998254317339581,0.9998422215098081,124254236.17512545,-0.10338403797564899,-125506209.51091363,True,True,4*pi*x0*x2**2/(c0*c1),4*pi*x0*x2**2/(1.0*1.0),x0;x2,mul;pi;pow,13.0,3.0,4,x0;x1;x2;x3,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate the Bohr radius given Vacuum permittivity, Planck constant There are 4 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role ""epsilon, Vacuum permittivi",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-03/llmsr/g0018_feynman-i.38.12/result.json
g0019,feynman-ii.15.5,llmsr,1314,anon-node-04,g0019_feynman-ii.15.5,ok,completed,not_timeout,False,False,3615.461,1.1933878693796202e-14,9.742006503017473e-15,6.526383117435177e-15,1.8569020795698514e-32,0.9999999999999934,1.0,True,True,-x0*x1*cos(x2),-x0*x1*cos(x2),x0;x1;x2,cos;mul,6.0,3.0,5,x0;x1;x2;x3;x4,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate the Energy given Electric dipole moment, Magnitude of electric field, Angle There are 5 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role ""E, Magnit",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-04/llmsr/g0019_feynman-ii.15.5/result.json
g0020,feynman-i.29.4,llmsr,1314,anon-node-05,g0020_feynman-i.29.4,ok,completed,not_timeout,False,False,3611.597,0.4009693012370724,0.4419348195530909,0.41914836342107337,52149529.16594236,0.2704536860275427,-4758938730.073906,True,True,c0*x0 + c1*sin(2*pi*x0) + c2*cos(2*pi*x0) + c3*exp(-x1**2 - x2**2) + c4*sin(2*pi*x1) + c5*cos(2*pi*x1) + c6*sin(2*pi*x2) + c7*cos(2*pi*x2) + c8*sin(2*pi*x0*x1) + c9*cos(2*pi*x0*x1),1.0*x0 + 1.0*sin(2*pi*x0) + 26.07316551812543*cos(2*pi*x0) + 1.0*exp(-x1**2 - x2**2) + 1.541353349812763*sin(2*pi*x1) + 0.4638829201787583*cos(2*pi*x1) + -3879094.61544275*sin(2*pi*x2) + 26.07316551812121*cos(2*pi*x2) + 1.0000104450310907*sin(2*pi*x0*x1) + -1.5612525994372373*cos(2*pi*x0*x1),x0;x1;x2,add;cos;exp;mul;pi;pow;sin,76.0,7.0,4,x0;x1;x2;x3,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate the Wavenumber given Frequency of electromagnetic waves There are 4 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role ""omega, Frequency of electroma",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-05/llmsr/g0020_feynman-i.29.4/result.json
g0021,feynman-i.14.3,llmsr,1314,anon-node-02,g0021_feynman-i.14.3,ok,completed,not_timeout,False,False,3606.561,1.763874667394304e-15,1.6517477435360791e-15,1.5109789263315634e-15,1.5398781156476027e-19,0.9999999999999984,1.0,True,True,c0*x0*x1,9.806650003848254*x0*x1,x0;x1,mul,4.0,2.0,4,x0;x1;x2;x3,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate the Potential energy given Mass, Gravitational acceleration There are 4 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role ""g, Gravitational accelera",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-02/llmsr/g0021_feynman-i.14.3/result.json
g0022,feynman-ii.11.20,llmsr,1314,anon-node-03,g0022_feynman-ii.11.20,ok,completed,not_timeout,False,False,3611.772,0.9603746758496347,0.9503595099684201,1.0052085468848442,1.0004535011712954,-0.00523247247175096,-0.0038921402369933578,True,True,c0*x0*x1*x3 + c1*x2 + c2*x4 + c3*x1*x3 + c4*x1*x4 + c5*x2*x4,1.1987853582759936e-05*x0*x1*x3 + 18992.12369417532*x2 + 143.48937570276667*x4 + -397281.0121707438*x1*x3 + 1.0*x1*x4 + -33.60610124942844*x2*x4,x0;x1;x2;x3;x4,add;mul,24.0,3.0,6,x0;x1;x2;x3;x4;x5,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate the Polarizability given Number of atom, Electric dipole moment, Magnitude of electric field, Boltzmann constant There are 6 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 v",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-03/llmsr/g0022_feynman-ii.11.20/result.json
g0023,feynman-i.34.27,llmsr,1314,anon-node-04,g0023_feynman-i.34.27,ok,completed,not_timeout,False,False,3615.653,5.251608617877176e+31,5.290743080445585e+31,4.967559556442646e+31,4.931716051031886e+31,-8.695076879168083e+31,-4.807739975010762e+33,True,True,c0*x0,-7.4215928905913e-09*x0,x0,mul,3.0,2.0,4,x0;x1;x2;x3,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate the Energy given Planck constant There are 4 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role ""h, Planck constant""; 3 distractor/meaningless variab",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-04/llmsr/g0023_feynman-i.34.27/result.json
g0024,feynman-iii.13.18,llmsr,1314,anon-node-05,g0024_feynman-iii.13.18,ok,completed,not_timeout,False,False,3611.727,0.9960846301830891,0.9978548885024744,1.0084192986574851,1.0002104165783379,-0.008764353003670067,-0.004228066043005407,True,True,c0*(x3/(2*pi))**c1*sqrt(x0**2 + x1**2/x2**2)*exp(-c2*x4) + c3*x4**c4 + c5*x0*x4,1.0*(x3/(2*pi))**1.0*sqrt(x0**2 + x1**2/x2**2)*exp(-1.0*x4) + 1.0518344339550987e-07*x4**8.397447621603671 + 1.0*x0*x4,x0;x1;x2;x3;x4,add;exp;mul;pi;pow,38.0,7.0,5,x0;x1;x2;x3;x4,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate the Speed of the waves given Energy, Lattice constant, Wavenumber There are 5 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role ""A, Energy""; 1 varia",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-05/llmsr/g0024_feynman-iii.13.18/result.json
g0025,feynman-bonus.4,llmsr,1314,anon-node-02,g0025_feynman-bonus.4,ok,completed,not_timeout,False,False,3613.23,8.718968276975278e+48,7.926085960194304e+48,9.742817188499757e+48,2.343544250234401e+51,-2.0942573108748383e+49,-4.3818361420541146e+51,True,True,c0 + c1*x0 + c2*x1 + c3*x2 + c4*x3 + c5*x4 + c6*x5 + c7*x6 + c8*x7,1.0 + 0.0007410891629879846*x0 + 0.20348196956847645*x1 + 1.0*x2 + 0.05969639814150964*x3 + 1.0*x4 + 1.0*x5 + 1.0*x6 + 1.0*x7,x0;x1;x2;x3;x4;x5;x6;x7,add;mul,26.0,3.0,8,x0;x1;x2;x3;x4;x5;x6;x7,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate the Velocity given Mass (The Earth), Energy, Potential energy, Angular momentum, Distance There are 8 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic r",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-02/llmsr/g0025_feynman-bonus.4/result.json
g0026,feynman-bonus.4,llmsr,1314,anon-node-03,g0026_feynman-bonus.4,ok,completed,not_timeout,False,False,3611.603,2.5693704070385037e-32,1.7422944564783832e-31,2.2082060433096583e-32,2.2351166775425346e-30,1.0,1.0,True,True,sqrt(c2*x3**2/(x0*x4**2) + (2*c0*x1 - 2*c1*x2)/x0),sqrt(1.0*x3**2/(x0*x4**2) + (2*1.0*x1 - 2*1.0*x2)/x0),x0;x1;x2;x3;x4,add;mul;pow,27.0,6.0,5,x0;x1;x2;x3;x4,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate the Velocity given Mass (The Earth), Energy, Potential energy, Angular momentum, Distance",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-03/llmsr/g0026_feynman-bonus.4/result.json
g0027,feynman-iii.17.37,llmsr,1314,anon-node-04,g0027_feynman-iii.17.37,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3610.088,5.69867121501124e+67,6.259169486935375e+67,5.670214442134646e+67,5.486455905351761e+67,-9.806295521350761e+67,-6.5239533563528466e+69,True,True,c0 + c1*x0 + c2*x1 + c3*x2 + c4*x3 + c5*x4,1.0 + 1.0*x0 + 1.0*x1 + -7.450580596923606e-09*x2 + 1.0*x3 + 1.0*x4,x0;x1;x2;x3;x4,add;mul,17.0,3.0,5,x0;x1;x2;x3;x4,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate the Distribution given Variable, Variable, Angle There are 5 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role ""alpha, Variable""; 1 variable with se",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-04/llmsr/g0027_feynman-iii.17.37/result.json
g0028,feynman-i.18.16,llmsr,1314,anon-node-05,g0028_feynman-i.18.16,ok,completed,not_timeout,False,False,3611.597,1.01685906622906e-14,5.5848646941181984e-15,5.393994391882852e-15,1.193257665606226e-16,0.9999999999999946,0.9999999999999999,True,True,c0*x0*x1*x3 + c1*x0**2*x3*sin(x4) + c2*x0*x1*x3*sin(x4),-1.4984127180701332e-10*x0*x1*x3 + -9.17952657974525e-09*x0**2*x3*sin(x4) + 0.9999999982863205*x0*x1*x3*sin(x4),x0;x1;x3;x4,add;mul;pow;sin,21.0,4.0,6,x0;x1;x2;x3;x4;x5,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate the Angular momentum given Mass, Distance, Velocity, Angle There are 6 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role ""m, Mass""; 1 variable with ",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-05/llmsr/g0028_feynman-i.18.16/result.json
g0029,feynman-ii.34.11,llmsr,1314,anon-node-02,g0029_feynman-ii.34.11,ok,completed,not_timeout,False,False,3613.525,0.9989887052437325,1.0054260802372388,1.0031803840539988,1.0000094106712274,-0.0033072096183628386,-0.0006965906996281301,True,True,(c0*x0 + c1*x2)/(2*pi*x1),(-1.6774771836285676*x0 + 0.0031379832139074833*x2)/(2*pi*x1),x0;x1;x2,add;mul;pi;pow,15.0,4.0,7,x0;x1;x2;x3;x4;x5;x6,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate the Angular frequency given g-factor, Electric charge, Magnetic field strength, Mass There are 7 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role """,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-02/llmsr/g0029_feynman-ii.34.11/result.json
g0030,feynman-bonus.8,llmsr,1314,anon-node-03,g0030_feynman-bonus.8,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3602.032,9.976286675728275e-05,0.00010969596397723472,8.620048995785147e-05,1.7195992123669441,0.9998517033959919,-81.78622762253818,True,True,c0*x1 + c1*x0,1.0*x1 + 1.0*x0,x0;x1,add;mul,7.0,3.0,3,x0;x1;x2,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate the Energy given Electromagnetic energy, Electron mass There are 3 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role ""E, Electromagnetic energy""; 1 ",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-03/llmsr/g0030_feynman-bonus.8/result.json
g0031,feynman-i.30.5,llmsr,1314,anon-node-04,g0031_feynman-i.30.5,ok,completed,not_timeout,False,False,3641.063,0.9998038657552931,1.0004661797590881,1.0000170452768844,1.0000089583487808,-0.0058924478053836715,-0.0022713452044820226,True,True,c0*x0*x2/(2*sin(x3)),1.0*x0*x2/(2*sin(x3)),x0;x2;x3,mul;pow;sin,9.0,4.0,6,x0;x1;x2;x3;x4;x5,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate the Interplanar distance given Wavelength of X-ray, Number of phase difference, Incidence/Reflection angle There are 6 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variabl",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/llmsr/anon-node-04/llmsr/g0031_feynman-i.30.5/result.json
