dataset_dir,dataset_name,candidate_pool,family,subgroup,basename,selection_mode,candidate_advantage_side,candidate_gap_score,llmsr_seed_count,llmsr_status_ok,llmsr_id_r2_mean,llmsr_id_r2_count,llmsr_id_nmse_mean,llmsr_id_nmse_count,llmsr_ood_r2_mean,llmsr_ood_r2_count,llmsr_ood_nmse_mean,llmsr_ood_nmse_count,pysr_seed_count,pysr_status_timed_out,pysr_id_r2_mean,pysr_id_r2_count,pysr_id_nmse_mean,pysr_id_nmse_count,pysr_ood_r2_mean,pysr_ood_r2_count,pysr_ood_nmse_mean,pysr_ood_nmse_count,llmsr_status_timed_out,metadata_path,feature_count,train_samples,valid_samples,id_test_samples,ood_test_samples,formula_line_count,formula_char_count,formula_operator_count,priority_score,three_seed_gap,quality_score,stability_score,final_advantage_side
sim-datasets-data/srbench2025/firstprinciples/first_principles_tully_fisher,first_principles_tully_fisher,B,srbench2025,srbench2025/firstprinciples,first_principles_tully_fisher,one-sided,llmsr,,3,3,0.9896606516930294,3,9.93108353433178e-05,3,0.9529147749474441,3,0.0006496851287136425,3,3,3,0.9425351957075985,3,0.0005519571976573426,3,0.9782877409922245,3,0.00029958722236934037,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srbench2025/firstprinciples/first_principles_tully_fisher/metadata.yaml,1,12,2,2,2,13,414,409,45.743248,0.540544202776404,1.0,1.0,llmsr
sim-datasets-data/llm-srbench/matsci/MatSci25,MatSci25,B,llm-srbench,llm-srbench/matsci,MatSci25,one-sided,llmsr,,3,3,0.9988526906904683,3,0.0002835223087509012,3,0.8638474695381637,3,0.0002799680784600548,3,3,3,0.9999989616475122,2,2.5659697188151124e-07,2,0.999735204915738,3,5.444935226325908e-07,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/matsci/MatSci25/metadata.yaml,2,3500,500,500,500,2,187,185,45.622852,2.8772257543289257,1.0,0.833333,pysr
sim-datasets-data/korns/Korns-8,Korns-8,A,korns,korns,Korns-8,strict,llmsr,2.436409496438748,3,3,0.2298396503835335,3,0.2123016178104563,3,-0.030240701446347346,3,0.26353622736267845,3,3,3,0.8365762972786879,3,0.045049211496784404,3,0.49052786156915573,3,0.13032329738086273,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/korns/Korns-8/metadata.yaml,5,90,10,100,1000,42,707,679,45.515252,0.4895421872792652,0.993685,1.0,pysr
sim-datasets-data/nguyen/Nguyen-7,Nguyen-7,A,nguyen,nguyen,Nguyen-7,strict,llmsr,2.6617235566686355,3,3,0.9984494646469764,3,3.335225795301446e-05,3,0.47412043314581886,3,0.0002917789528604694,3,3,3,0.9990970730084333,3,1.9422100809726718e-05,3,0.7978449688873998,3,0.00011216367208628519,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/nguyen/Nguyen-7/metadata.yaml,1,16,2,2,200,42,685,656,45.446896,0.3250153896780641,1.0,1.0,pysr
sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1,I.24.6_3_1,A,llm-srbench,llm-srbench/lsrtransform,I.24.6_3_1,relaxed,llmsr,0.08510041101938232,3,3,0.935230989464228,3,0.010997459681519224,3,0.6790506025535414,3,0.12032946001299588,3,3,3,0.9514810346948099,3,0.00823828186225199,3,0.7818667356513885,3,0.0817819198876023,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1/metadata.yaml,4,75000,5000,20000,20000,2,91,90,45.201555,0.14658519891421212,1.0,1.0,pysr
sim-datasets-data/llm-srbench/bio_pop_growth/BPG10,BPG10,B,llm-srbench,llm-srbench/bio_pop_growth,BPG10,one-sided,llmsr,,3,3,0.9999999632633699,3,2.2547512456591007e-08,3,0.9999825614534811,3,5.024469144510161e-07,3,3,3,0.9999999993388031,2,4.058169317284902e-10,2,0.9999994655202294,2,1.5399661392073443e-08,2,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/bio_pop_growth/BPG10/metadata.yaml,2,3500,500,500,500,2,97,98,43.906781,1.6291737422227186,1.0,0.833333,pysr
sim-datasets-data/llm-srbench/matsci/MatSci3,MatSci3,B,llm-srbench,llm-srbench/matsci,MatSci3,one-sided,llmsr,,3,3,0.9993541715622335,3,0.00010663170345971236,3,0.9296366334202536,3,0.0005700863384780211,3,3,3,0.9997456168604524,2,4.200079450698553e-05,2,0.7239392987612991,2,0.0022366529917024506,2,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/matsci/MatSci3/metadata.yaml,2,3500,500,500,500,2,220,220,42.352989,0.49914340892313747,1.0,0.833333,llmsr
sim-datasets-data/srbench2025/firstprinciples/first_principles_rydberg,first_principles_rydberg,B,srbench2025,srbench2025/firstprinciples,first_principles_rydberg,one-sided,llmsr,,3,3,0.9986731250774209,3,2.7459519831551993e-06,3,0.9999304389310529,3,2.099215641950692e-06,3,3,3,0.9935492728258946,2,1.3349703709899682e-05,2,0.9999647505213277,2,1.0637596304903802e-06,2,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srbench2025/firstprinciples/first_principles_rydberg/metadata.yaml,2,37,4,4,5,13,375,375,42.341786,0.4909961185145888,1.0,0.833333,llmsr
sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0,II.6.15b_3_0,A,llm-srbench,llm-srbench/lsrtransform,II.6.15b_3_0,relaxed,llmsr,0.19918347913909834,3,3,0.275876826131899,3,0.19741471827363707,3,0.2862231749925448,3,0.12475486561197369,3,3,3,0.45309316668877575,1,0.14910095729062883,1,0.6638250761041369,1,0.058757101636503585,1,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0/metadata.yaml,4,39348,5000,11087,11087,2,137,139,38.641949,0.22444811224253786,1.0,0.666667,pysr
sim-datasets-data/keijzer/Keijzer-12,Keijzer-12,B,keijzer,keijzer,Keijzer-12,one-sided,llmsr,,3,3,0.9964251143299019,3,0.002314669925079375,3,0.9923366726494903,3,0.0028410733704178283,3,3,3,,0,,0,,0,,0,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/keijzer/Keijzer-12/metadata.yaml,2,18,2,361201,200,42,702,677,35.0,0.0,1.0,0.5,llmsr
sim-datasets-data/keijzer/Keijzer-15,Keijzer-15,B,keijzer,keijzer,Keijzer-15,one-sided,llmsr,,3,3,0.975293897628037,3,0.024706102371963006,3,0.947467806073639,3,0.05233979888228857,3,3,3,,0,,0,,0,,0,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/keijzer/Keijzer-15/metadata.yaml,2,18,2,361201,200,42,702,677,35.0,0.0,1.0,0.5,llmsr
