sample_id,attempt_number,physical_request_ordinal,status,input_tokens,output_tokens,total_tokens
review_003565,1,3503,accepted,1229,88,1317
review_003566,1,3504,accepted,1671,90,1761
review_003567,1,3505,accepted,1336,90,1426
review_003568,1,3506,accepted,1294,90,1384
review_003569,1,3507,accepted,1581,291,1872
review_003570,1,3508,accepted,1352,90,1442
review_003571,1,3509,accepted,1356,90,1446
review_003572,1,3510,accepted,1373,301,1674
review_003573,1,3511,accepted,1410,90,1500
review_003574,1,3512,accepted,1310,100,1410
review_003575,1,3513,accepted,1509,379,1888
review_003576,1,3514,accepted,1698,424,2122
review_003577,1,3515,accepted,1668,882,2550
review_003578,1,3516,accepted,1286,239,1525
review_003579,1,3517,accepted,1485,354,1839
review_003580,1,3518,accepted,1423,418,1841
review_003581,1,3519,accepted,1529,263,1792
review_003582,1,3520,accepted,1455,285,1740
review_003583,1,3521,accepted,1504,399,1903
review_003584,1,3522,accepted,1498,277,1775
review_003585,1,3523,accepted,1245,90,1335
review_003586,1,3524,accepted,1275,90,1365
review_003587,1,3525,accepted,1391,292,1683
review_003588,1,3526,accepted,1194,81,1275
review_003589,1,3527,accepted,1368,91,1459
review_003590,1,3528,accepted,1510,456,1966
review_003591,1,3529,accepted,1187,81,1268
review_003592,1,3530,accepted,1267,135,1402
review_003593,1,3531,accepted,1256,90,1346
review_003594,1,3532,accepted,1188,89,1277
review_003595,1,3533,accepted,1198,81,1279
review_003596,1,3534,accepted,1191,81,1272
review_003597,1,3535,accepted,1195,81,1276
review_003598,1,3536,accepted,1447,164,1611
review_003599,1,3537,accepted,1242,88,1330
review_003600,1,3538,accepted,1428,90,1518
review_003601,1,3539,accepted,1407,90,1497
review_003602,1,3540,accepted,1519,311,1830
review_003603,1,3541,accepted,1605,92,1697
review_003604,1,3542,accepted,1486,287,1773
review_003605,1,3543,accepted,1352,206,1558
review_003606,1,3544,accepted,1466,349,1815
review_003607,1,3545,accepted,1471,90,1561
review_003608,1,3546,accepted,1334,108,1442
review_003609,1,3547,accepted,1291,236,1527
review_003610,1,3548,accepted,1234,88,1322
review_003611,1,3549,accepted,1432,632,2064
review_003612,1,3550,accepted,1315,88,1403
review_003613,1,3551,accepted,1586,93,1679
review_003614,1,3552,accepted,1605,90,1695
review_003615,1,3553,accepted,1231,86,1317
review_003616,1,3554,accepted,1311,674,1985
review_003617,1,3555,accepted,1237,110,1347
review_003618,1,3556,accepted,1352,396,1748
review_003619,1,3557,accepted,1459,88,1547
review_003620,1,3558,accepted,1342,90,1432
review_003621,1,3559,accepted,1555,645,2200
review_003622,1,3560,accepted,1434,90,1524
review_003623,1,3561,accepted,1439,90,1529
review_003624,1,3562,accepted,1409,90,1499
review_003625,1,3563,accepted,1504,90,1594
review_003626,1,3564,accepted,1420,851,2271
review_003627,1,3565,accepted,1469,473,1942
review_003628,1,3566,accepted,1332,90,1422
review_003629,1,3567,accepted,1614,360,1974
review_003630,1,3568,accepted,1589,90,1679
review_003631,1,3569,accepted,1700,416,2116
review_003632,1,3570,accepted,1376,90,1466
review_003633,1,3571,accepted,1578,90,1668
review_003634,1,3572,accepted,1474,116,1590
review_003635,1,3573,accepted,1270,90,1360
review_003636,1,3574,accepted,1297,88,1385
review_003637,1,3575,accepted,1244,88,1332
review_003638,1,3576,accepted,1196,88,1284
review_003639,1,3577,accepted,1271,90,1361
review_003640,1,3578,accepted,1454,88,1542
review_003641,1,3579,accepted,1192,82,1274
review_003642,1,3580,accepted,1215,86,1301
review_003643,1,3581,accepted,1600,401,2001
review_003644,1,3582,accepted,1196,81,1277
review_003645,1,3583,accepted,1193,82,1275
review_003646,1,3584,accepted,1195,80,1275
review_003647,1,3585,accepted,1190,88,1278
review_003648,1,3586,accepted,1318,229,1547
review_003649,1,3587,accepted,1354,447,1801
review_003650,1,3588,accepted,1554,90,1644
review_003651,1,3589,accepted,1280,90,1370
review_003652,1,3590,accepted,1277,93,1370
review_003653,1,3591,accepted,1285,217,1502
review_003654,1,3592,accepted,1339,191,1530
review_003655,1,3593,accepted,1264,144,1408
review_003656,1,3594,accepted,1287,111,1398
review_003657,1,3595,accepted,1263,88,1351
review_003658,1,3596,accepted,1248,347,1595
review_003659,1,3597,accepted,1279,303,1582
review_003660,1,3598,accepted,1286,90,1376
review_003661,1,3599,accepted,1269,90,1359
review_003662,1,3600,accepted,1287,644,1931
review_003663,1,3601,accepted,1301,201,1502
review_003664,1,3602,accepted,1267,244,1511
review_003665,1,3603,accepted,1274,90,1364
review_003666,1,3604,accepted,1266,90,1356
review_003667,1,3605,accepted,1294,149,1443
review_003668,1,3606,accepted,1278,348,1626
review_003669,1,3607,accepted,1288,252,1540
review_003670,1,3608,accepted,1268,181,1449
review_003671,1,3609,accepted,1290,197,1487
review_003672,1,3610,accepted,1307,90,1397
review_003673,1,3611,accepted,1285,90,1375
review_003674,1,3612,accepted,1250,314,1564
review_003675,1,3613,accepted,1254,90,1344
review_003676,1,3614,accepted,1255,90,1345
review_003677,1,3615,accepted,1254,90,1344
review_003678,1,3616,accepted,1293,90,1383
review_003679,1,3617,accepted,1279,225,1504
review_003680,1,3618,accepted,1301,90,1391
review_003681,1,3619,accepted,1272,159,1431
review_003682,1,3620,accepted,1288,274,1562
review_003683,1,3621,accepted,1289,90,1379
review_003684,1,3622,accepted,1277,224,1501
review_003685,1,3623,accepted,1290,270,1560
review_003686,1,3624,accepted,1197,89,1286
review_003687,1,3625,accepted,1282,90,1372
review_003688,1,3626,accepted,1199,87,1286
review_003689,1,3627,accepted,1280,90,1370
review_003690,1,3628,accepted,1298,191,1489
review_003691,1,3629,accepted,1194,89,1283
review_003692,1,3630,accepted,1213,86,1299
review_003693,1,3631,accepted,1290,188,1478
review_003694,1,3632,accepted,1200,88,1288
review_003695,1,3633,accepted,1220,94,1314
review_003696,1,3634,accepted,1293,271,1564
review_003697,1,3635,accepted,1211,90,1301
review_003698,1,3636,accepted,1273,90,1363
review_003699,1,3637,accepted,1297,90,1387
review_003700,1,3638,accepted,1283,90,1373
review_003701,1,3639,accepted,1297,90,1387
review_003702,1,3640,accepted,1290,90,1380
review_003703,1,3641,accepted,1283,90,1373
review_003704,1,3642,accepted,1308,331,1639
review_003705,1,3643,accepted,1300,90,1390
review_003706,1,3644,accepted,1283,151,1434
review_003707,1,3645,accepted,1273,258,1531
review_003708,1,3646,accepted,1257,90,1347
review_003709,1,3647,accepted,1284,90,1374
review_003710,1,3648,accepted,1310,331,1641
review_003711,1,3649,accepted,1253,842,2095
review_003712,1,3650,accepted,1294,90,1384
review_003713,1,3651,accepted,1264,91,1355
review_003714,1,3652,accepted,1288,313,1601
review_003715,1,3653,accepted,1278,91,1369
review_003716,1,3654,accepted,1289,90,1379
review_003717,1,3655,accepted,1297,337,1634
review_003718,1,3656,accepted,1271,92,1363
review_003719,1,3657,accepted,1264,90,1354
review_003720,1,3658,accepted,1264,208,1472
review_003721,1,3659,accepted,1301,90,1391
review_003722,1,3660,accepted,1285,90,1375
review_003723,1,3661,accepted,1280,90,1370
review_003724,1,3662,accepted,1259,90,1349
review_003725,1,3663,accepted,1255,177,1432
review_003726,1,3664,accepted,1276,92,1368
review_003727,1,3665,accepted,1276,90,1366
review_003728,1,3666,accepted,1270,184,1454
review_003729,1,3667,accepted,1275,90,1365
review_003730,1,3668,accepted,1267,232,1499
review_003731,1,3669,accepted,1262,276,1538
review_003732,1,3670,accepted,1279,372,1651
review_003733,1,3671,accepted,1287,274,1561
review_003734,1,3672,accepted,1293,90,1383
review_003735,1,3673,accepted,1295,90,1385
review_003736,1,3674,accepted,1200,87,1287
review_003737,1,3675,accepted,1282,194,1476
review_003738,1,3676,accepted,1202,87,1289
review_003739,1,3677,accepted,1276,90,1366
review_003740,1,3678,accepted,1312,263,1575
review_003741,1,3679,accepted,1195,89,1284
review_003742,1,3680,accepted,1226,88,1314
review_003743,1,3681,accepted,1298,90,1388
review_003744,1,3682,accepted,1205,88,1293
review_003745,1,3683,accepted,1221,90,1311
review_003746,1,3684,accepted,1254,243,1497
review_003747,1,3685,accepted,1216,92,1308
review_003748,1,3686,accepted,1285,90,1375
review_003749,1,3687,accepted,1274,88,1362
review_003750,1,3688,accepted,1277,88,1365
review_003751,1,3689,accepted,1298,90,1388
review_003752,1,3690,accepted,1299,90,1389
review_003753,1,3691,accepted,1294,157,1451
review_003754,1,3692,accepted,1311,205,1516
review_003755,1,3693,accepted,1290,90,1380
review_003756,1,3694,accepted,1286,174,1460
review_003757,1,3695,accepted,1268,316,1584
review_003758,1,3696,accepted,1272,300,1572
review_003759,1,3697,accepted,1286,88,1374
review_003760,1,3698,accepted,1261,90,1351
review_003761,1,3699,accepted,1287,730,2017
review_003762,1,3700,accepted,1263,460,1723
review_003763,1,3701,accepted,1262,90,1352
review_003764,1,3702,accepted,1277,200,1477
review_003765,1,3703,accepted,1254,90,1344
review_003766,1,3704,accepted,1284,90,1374
review_003767,1,3705,accepted,1272,90,1362
review_003768,1,3706,accepted,1290,179,1469
review_003769,1,3707,accepted,1280,193,1473
review_003770,1,3708,accepted,1280,209,1489
review_003771,1,3709,accepted,1288,90,1378
review_003772,1,3710,accepted,1281,90,1371
review_003773,1,3711,accepted,1275,90,1365
review_003774,1,3712,accepted,1261,177,1438
review_003775,1,3713,accepted,1271,90,1361
review_003776,1,3714,accepted,1257,90,1347
review_003777,1,3715,accepted,1278,98,1376
review_003778,1,3716,accepted,1272,90,1362
review_003779,1,3717,accepted,1284,90,1374
review_003780,1,3718,accepted,1289,90,1379
review_003781,1,3719,accepted,1287,90,1377
review_003782,1,3720,accepted,1288,90,1378
review_003783,1,3721,accepted,1287,90,1377
review_003784,1,3722,accepted,1265,90,1355
review_003785,1,3723,accepted,1267,90,1357
review_003786,1,3724,accepted,1196,88,1284
review_003787,1,3725,accepted,1300,90,1390
review_003788,1,3726,accepted,1200,83,1283
review_003789,1,3727,accepted,1275,90,1365
review_003790,1,3728,accepted,1284,224,1508
review_003791,1,3729,accepted,1195,89,1284
review_003792,1,3730,accepted,1213,88,1301
review_003793,1,3731,accepted,1265,90,1355
review_003794,1,3732,accepted,1195,79,1274
review_003795,1,3733,accepted,1197,81,1278
review_003796,1,3734,accepted,1231,85,1316
review_003797,1,3735,accepted,1204,90,1294
review_003798,1,3736,accepted,1268,90,1358
review_003799,1,3737,accepted,1272,275,1547
review_003800,1,3738,accepted,1280,88,1368
review_003801,1,3739,accepted,1283,509,1792
review_003802,1,3741,accepted,1330,528,1858
review_003803,1,3740,accepted,1330,246,1576
review_003804,1,3742,accepted,1229,84,1313
review_003805,1,3743,accepted,1336,90,1426
review_003806,1,3744,accepted,1355,542,1897
review_003807,1,3745,accepted,1262,92,1354
review_003808,1,3746,accepted,1229,304,1533
review_003809,1,3747,accepted,1228,92,1320
review_003810,1,3748,accepted,1258,92,1350
review_003811,1,3749,accepted,1392,90,1482
review_003812,1,3750,accepted,1357,90,1447
review_003813,1,3751,accepted,1301,92,1393
review_003814,1,3752,accepted,1434,305,1739
review_003815,1,3753,accepted,1296,371,1667
review_003816,1,3754,accepted,1372,93,1465
review_003817,1,3755,accepted,1441,251,1692
review_003818,1,3756,accepted,1301,90,1391
review_003819,1,3757,accepted,1367,234,1601
review_003820,1,3758,accepted,1340,220,1560
review_003821,1,3759,accepted,1325,174,1499
review_003822,1,3760,accepted,1271,90,1361
review_003823,1,3761,accepted,1290,92,1382
review_003824,1,3762,accepted,1360,90,1450
review_003825,1,3763,accepted,1338,478,1816
review_003826,1,3764,accepted,1421,90,1511
review_003827,1,3765,accepted,1371,90,1461
review_003828,1,3766,accepted,1389,92,1481
review_003829,1,3767,accepted,1320,90,1410
review_003830,1,3768,accepted,1304,584,1888
review_003831,1,3769,accepted,1411,92,1503
review_003832,1,3770,accepted,1263,378,1641
review_003833,1,3771,accepted,1271,337,1608
review_003834,1,3772,accepted,1253,93,1346
review_003835,1,3773,accepted,1337,213,1550
review_003836,1,3774,accepted,1317,464,1781
review_003837,1,3775,accepted,1371,88,1459
review_003838,1,3776,accepted,1219,88,1307
review_003839,1,3777,accepted,1345,221,1566
review_003840,1,3778,accepted,1401,90,1491
review_003841,1,3779,accepted,1220,86,1306
review_003842,1,3780,accepted,1223,88,1311
review_003843,1,3781,accepted,1377,261,1638
review_003844,1,3782,accepted,1230,88,1318
review_003845,1,3783,accepted,1225,86,1311
review_003846,1,3784,accepted,1225,88,1313
review_003847,1,3785,accepted,1219,88,1307
review_003848,1,3786,accepted,1307,90,1397
review_003849,1,3787,accepted,1348,445,1793
review_003850,1,3788,accepted,1430,234,1664
review_003851,1,3789,accepted,1315,90,1405
review_003852,1,3790,accepted,1414,396,1810
review_003853,1,3791,accepted,1252,190,1442
review_003854,1,3792,accepted,1225,86,1311
review_003855,1,3793,accepted,1247,513,1760
review_003856,1,3794,accepted,1235,90,1325
review_003857,1,3795,accepted,1391,88,1479
review_003858,1,3796,accepted,1233,346,1579
review_003859,1,3797,accepted,1345,92,1437
review_003860,1,3798,accepted,1254,88,1342
review_003861,1,3799,accepted,1314,90,1404
review_003862,1,3800,accepted,1256,90,1346
review_003863,1,3801,accepted,1292,242,1534
review_003864,1,3802,accepted,1402,203,1605
review_003865,1,3803,accepted,1283,90,1373
review_003866,1,3804,accepted,1358,236,1594
review_003867,1,3805,accepted,1346,88,1434
review_003868,1,3806,accepted,1260,90,1350
review_003869,1,3807,accepted,1334,342,1676
review_003870,1,3808,accepted,1344,208,1552
review_003871,1,3809,accepted,1325,188,1513
review_003872,1,3810,accepted,1233,87,1320
review_003873,1,3811,accepted,1295,587,1882
review_003874,1,3812,accepted,1363,90,1453
review_003875,1,3813,accepted,1338,90,1428
review_003876,1,3814,accepted,1385,243,1628
review_003877,1,3815,accepted,1352,90,1442
review_003878,1,3816,accepted,1409,90,1499
review_003879,1,3817,accepted,1307,90,1397
review_003880,1,3818,accepted,1300,90,1390
review_003881,1,3819,accepted,1365,297,1662
review_003882,1,3820,accepted,1297,88,1385
review_003883,1,3821,accepted,1267,314,1581
review_003884,1,3822,accepted,1288,90,1378
review_003885,1,3823,accepted,1376,286,1662
review_003886,1,3824,accepted,1333,271,1604
review_003887,1,3825,accepted,1378,90,1468
review_003888,1,3826,accepted,1214,84,1298
review_003889,1,3827,accepted,1343,256,1599
review_003890,1,3828,accepted,1377,219,1596
review_003891,1,3829,accepted,1226,86,1312
review_003892,1,3830,accepted,1208,88,1296
review_003893,1,3831,accepted,1397,90,1487
review_003894,1,3832,accepted,1220,88,1308
review_003895,1,3833,accepted,1222,85,1307
review_003896,1,3834,accepted,1216,90,1306
review_003897,1,3835,accepted,1219,86,1305
review_003898,1,3836,accepted,1307,218,1525
review_003899,1,3837,accepted,1325,344,1669
review_003900,1,3838,accepted,1439,203,1642
review_003901,1,3839,accepted,1314,211,1525
review_003902,1,3840,accepted,1378,276,1654
review_003903,1,3841,accepted,1292,176,1468
review_003904,1,3842,accepted,1226,86,1312
review_003905,1,3843,accepted,1299,482,1781
review_003906,1,3844,accepted,1278,642,1920
review_003907,1,3845,accepted,1337,90,1427
review_003908,1,3846,accepted,1240,807,2047
review_003909,1,3847,accepted,1280,223,1503
review_003910,1,3848,accepted,1258,87,1345
review_003911,1,3849,accepted,1369,92,1461
review_003912,1,3850,accepted,1269,280,1549
review_003913,1,3851,accepted,1386,176,1562
review_003914,1,3852,accepted,1359,278,1637
review_003915,1,3853,accepted,1273,201,1474
review_003916,1,3854,accepted,1393,362,1755
review_003917,1,3855,accepted,1393,206,1599
review_003918,1,3856,accepted,1283,154,1437
review_003919,1,3857,accepted,1353,182,1535
review_003920,1,3858,accepted,1356,90,1446
review_003921,1,3859,accepted,1326,155,1481
review_003922,1,3860,accepted,1235,90,1325
review_003923,1,3861,accepted,1293,88,1381
review_003924,1,3862,accepted,1339,220,1559
review_003925,1,3863,accepted,1322,90,1412
review_003926,1,3864,accepted,1379,439,1818
review_003927,1,3865,accepted,1373,206,1579
review_003928,1,3866,accepted,1421,90,1511
review_003929,1,3867,accepted,1328,90,1418
review_003930,1,3868,accepted,1293,390,1683
review_003931,1,3869,accepted,1396,194,1590
review_003932,1,3870,accepted,1314,486,1800
review_003933,1,3871,accepted,1273,90,1363
review_003934,1,3872,accepted,1251,90,1341
review_003935,1,3873,accepted,1283,472,1755
review_003936,1,3874,accepted,1316,368,1684
review_003937,1,3875,accepted,1378,90,1468
review_003938,1,3876,accepted,1224,90,1314
review_003939,1,3877,accepted,1372,651,2023
review_003940,1,3878,accepted,1403,90,1493
review_003941,1,3879,accepted,1222,88,1310
review_003942,1,3880,accepted,1224,90,1314
review_003943,1,3881,accepted,1419,2029,3448
review_003944,1,3882,accepted,1217,88,1305
review_003945,1,3883,accepted,1215,87,1302
review_003946,1,3884,accepted,1230,86,1316
review_003947,1,3885,accepted,1221,86,1307
review_003948,1,3886,accepted,1328,958,2286
review_003949,1,3887,accepted,1351,90,1441
review_003950,1,3888,accepted,1426,212,1638
review_003951,1,3889,accepted,2004,285,2289
review_003952,1,3890,accepted,2258,90,2348
review_003953,1,3891,accepted,2072,151,2223
review_003954,1,3892,accepted,2229,375,2604
review_003955,1,3893,accepted,1551,90,1641
review_003956,1,3894,accepted,1485,91,1576
review_003957,1,3895,accepted,1502,90,1592
review_003958,1,3896,accepted,1613,90,1703
review_003959,1,3897,accepted,1634,262,1896
review_003960,1,3898,accepted,1592,220,1812
review_003961,1,3899,accepted,1491,90,1581
review_003962,1,3900,accepted,1578,90,1668
review_003963,1,3901,accepted,1610,302,1912
review_003964,1,3902,accepted,1709,90,1799
review_003965,1,3903,accepted,1653,339,1992
review_003966,1,3904,accepted,1955,241,2196
review_003967,1,3905,accepted,1638,322,1960
review_003968,1,3906,accepted,1641,88,1729
review_003969,1,3907,accepted,1884,90,1974
review_003970,1,3908,accepted,1822,90,1912
review_003971,1,3909,accepted,2003,380,2383
review_003972,1,3910,accepted,1728,323,2051
review_003973,1,3911,accepted,1799,179,1978
review_003974,1,3912,accepted,1788,321,2109
review_003975,1,3913,accepted,1682,201,1883
review_003976,1,3914,accepted,1695,265,1960
review_003977,1,3915,accepted,1780,209,1989
review_003978,1,3916,accepted,1723,259,1982
review_003979,1,3917,accepted,1635,338,1973
review_003980,1,3918,accepted,1585,90,1675
review_003981,1,3919,accepted,1842,90,1932
review_003982,1,3920,accepted,1501,237,1738
review_003983,1,3921,accepted,2270,180,2450
review_003984,1,3922,accepted,1878,92,1970
review_003985,1,3923,accepted,1656,281,1937
review_003986,1,3924,accepted,1563,91,1654
review_003987,1,3925,accepted,1898,258,2156
review_003988,1,3926,accepted,1718,90,1808
review_003989,1,3927,accepted,1810,219,2029
review_003990,1,3928,accepted,1811,233,2044
review_003991,1,3929,accepted,1932,90,2022
review_003992,1,3930,accepted,1878,90,1968
review_003993,1,3931,accepted,2021,190,2211
review_003994,1,3932,accepted,1883,217,2100
review_003995,1,3933,accepted,1731,206,1937
review_003996,1,3934,accepted,1794,205,1999
review_003997,1,3935,accepted,1589,326,1915
review_003998,1,3936,accepted,1674,90,1764
review_003999,1,3937,accepted,1846,202,2048
review_004000,1,3938,accepted,2180,212,2392
review_004001,1,3939,accepted,1950,90,2040
review_004002,1,3940,accepted,1870,92,1962
review_004003,1,3941,accepted,2084,1158,3242
review_004004,1,3942,accepted,2520,248,2768
review_004005,1,3943,accepted,1410,90,1500
review_004006,1,3944,accepted,1357,88,1445
review_004007,1,3945,accepted,1663,90,1753
review_004008,1,3946,accepted,1573,90,1663
review_004009,1,3947,accepted,1501,93,1594
review_004010,1,3948,accepted,1632,247,1879
review_004011,1,3949,accepted,1709,90,1799
review_004012,1,3950,accepted,1695,90,1785
review_004013,1,3951,accepted,1672,269,1941
review_004014,1,3952,accepted,1937,439,2376
review_004015,1,3953,accepted,1633,304,1937
review_004016,1,3954,accepted,1771,216,1987
review_004017,1,3955,accepted,1708,387,2095
review_004018,1,3956,accepted,1476,90,1566
review_004019,1,3957,accepted,1891,90,1981
review_004020,1,3958,accepted,1692,93,1785
review_004021,1,3959,accepted,1819,256,2075
review_004022,1,3960,accepted,1658,90,1748
review_004023,1,3961,accepted,1711,90,1801
review_004024,1,3962,accepted,1619,269,1888
review_004025,1,3963,accepted,1669,90,1759
review_004026,1,3964,accepted,1685,338,2023
review_004027,1,3965,accepted,1742,407,2149
review_004028,1,3966,accepted,1832,92,1924
review_004029,1,3967,accepted,1759,90,1849
review_004030,1,3968,accepted,1886,429,2315
review_004031,1,3969,accepted,2003,204,2207
review_004032,1,3970,accepted,1445,90,1535
review_004033,1,3971,accepted,2315,90,2405
review_004034,1,3972,accepted,1894,92,1986
review_004035,1,3973,accepted,1600,435,2035
review_004036,1,3974,accepted,1594,90,1684
review_004037,1,3975,accepted,1803,178,1981
review_004038,1,3976,accepted,1854,159,2013
review_004039,1,3977,accepted,1726,324,2050
review_004040,1,3978,accepted,1699,428,2127
review_004041,1,3979,accepted,1920,222,2142
review_004042,1,3980,accepted,1965,90,2055
review_004043,1,3981,accepted,1838,384,2222
review_004044,1,3982,accepted,1835,348,2183
review_004045,1,3983,accepted,1945,249,2194
review_004046,1,3984,accepted,1708,93,1801
review_004047,1,3985,accepted,1839,90,1929
review_004048,1,3986,accepted,1480,181,1661
review_004049,1,3987,accepted,2166,209,2375
review_004050,1,3988,accepted,2244,263,2507
review_004051,1,3989,accepted,2025,236,2261
review_004052,1,3990,accepted,2194,90,2284
review_004053,1,3991,accepted,2065,90,2155
review_004054,1,3992,accepted,2392,534,2926
review_004055,1,3993,accepted,1552,90,1642
review_004056,1,3994,accepted,1483,94,1577
review_004057,1,3995,accepted,1692,330,2022
review_004058,1,3996,accepted,1420,90,1510
review_004059,1,3997,accepted,1662,90,1752
review_004060,1,3998,accepted,1528,90,1618
review_004061,1,3999,accepted,1542,90,1632
review_004062,1,4000,accepted,1647,248,1895
review_004063,1,4001,accepted,1545,219,1764
review_004064,1,4002,accepted,1818,90,1908
review_004065,1,4003,accepted,1794,90,1884
review_004066,1,4004,accepted,1970,348,2318
review_004067,1,4005,accepted,1864,230,2094
review_004068,1,4006,accepted,1496,93,1589
review_004069,1,4007,accepted,1843,245,2088
review_004070,1,4008,accepted,1628,261,1889
review_004071,1,4009,accepted,1885,230,2115
review_004072,1,4010,accepted,1628,188,1816
review_004073,1,4011,accepted,1810,317,2127
review_004074,1,4012,accepted,1693,189,1882
review_004075,1,4013,accepted,1658,257,1915
review_004076,1,4014,accepted,1684,272,1956
review_004077,1,4015,accepted,1697,213,1910
review_004078,1,4016,accepted,1869,242,2111
review_004079,1,4017,accepted,1640,274,1914
review_004080,1,4018,accepted,1523,331,1854
review_004081,1,4019,accepted,1720,191,1911
review_004082,1,4020,accepted,1672,397,2069
review_004083,1,4021,accepted,2278,238,2516
review_004084,1,4022,accepted,1914,90,2004
review_004085,1,4023,accepted,1691,895,2586
review_004086,1,4024,accepted,1552,90,1642
review_004087,1,4025,accepted,1908,295,2203
review_004088,1,4026,accepted,1490,251,1741
review_004089,1,4027,accepted,2149,90,2239
review_004090,1,4028,accepted,2012,90,2102
review_004091,1,4029,accepted,1832,255,2087
review_004092,1,4030,accepted,1929,350,2279
review_004093,1,4031,accepted,1877,215,2092
review_004094,1,4032,accepted,1716,363,2079
review_004095,1,4033,accepted,1875,684,2559
review_004096,1,4034,accepted,1901,209,2110
review_004097,1,4035,accepted,1662,603,2265
review_004098,1,4036,accepted,1591,231,1822
review_004099,1,4037,accepted,1758,369,2127
review_004100,1,4038,accepted,2166,184,2350
review_004101,1,4039,accepted,1395,90,1485
review_004102,1,4040,accepted,1356,88,1444
review_004103,1,4041,accepted,1415,93,1508
review_004104,1,4042,accepted,1393,90,1483
review_004105,1,4043,accepted,1421,90,1511
review_004106,1,4044,accepted,1402,90,1492
review_004107,1,4045,accepted,1423,90,1513
review_004108,1,4046,accepted,1398,287,1685
review_004109,1,4047,accepted,1468,420,1888
review_004110,1,4048,accepted,1411,88,1499
review_004111,1,4049,accepted,1430,383,1813
review_004112,1,4050,accepted,1411,513,1924
review_004113,1,4051,accepted,1449,90,1539
review_004114,1,4052,accepted,1566,90,1656
review_004115,1,4053,accepted,1371,197,1568
review_004116,1,4054,accepted,1419,90,1509
review_004117,1,4055,accepted,1443,90,1533
review_004118,1,4056,accepted,1352,210,1562
review_004119,1,4057,accepted,1382,90,1472
review_004120,1,4058,accepted,1437,90,1527
review_004121,1,4059,accepted,1458,90,1548
review_004122,1,4060,accepted,1431,92,1523
review_004123,1,4061,accepted,1477,90,1567
review_004124,1,4062,accepted,1353,90,1443
review_004125,1,4063,accepted,1388,93,1481
review_004126,1,4064,accepted,1447,90,1537
review_004127,1,4065,accepted,1442,90,1532
review_004128,1,4066,accepted,1482,90,1572
review_004129,1,4067,accepted,1423,90,1513
review_004130,1,4068,accepted,1431,90,1521
review_004131,1,4069,accepted,1416,90,1506
review_004132,1,4070,accepted,1452,90,1542
review_004133,1,4071,accepted,1400,90,1490
review_004134,1,4072,accepted,1407,90,1497
review_004135,1,4073,accepted,1383,90,1473
review_004136,1,4074,accepted,1423,90,1513
review_004137,1,4075,accepted,1404,90,1494
review_004138,1,4076,accepted,1393,90,1483
review_004139,1,4077,accepted,1368,90,1458
review_004140,1,4078,accepted,1495,93,1588
review_004141,1,4079,accepted,1447,90,1537
review_004142,1,4080,accepted,1293,88,1381
review_004143,1,4081,accepted,1405,182,1587
review_004144,1,4082,accepted,1371,90,1461
review_004145,1,4083,accepted,1483,90,1573
review_004146,1,4084,accepted,1438,90,1528
review_004147,1,4085,accepted,1479,90,1569
review_004148,1,4086,accepted,1447,90,1537
review_004149,1,4087,accepted,1425,90,1515
review_004150,1,4088,accepted,1440,143,1583
review_004151,1,4089,accepted,1434,92,1526
review_004152,1,4090,accepted,1356,561,1917
review_004153,1,4091,accepted,1418,90,1508
review_004154,1,4092,accepted,1432,92,1524
review_004155,1,4093,accepted,1455,90,1545
review_004156,1,4094,accepted,1428,131,1559
review_004157,1,4095,accepted,1398,648,2046
review_004158,1,4096,accepted,1448,255,1703
review_004159,1,4097,accepted,1413,90,1503
review_004160,1,4098,accepted,1400,95,1495
review_004161,1,4099,accepted,1366,191,1557
review_004162,1,4100,accepted,1441,280,1721
review_004163,1,4101,accepted,1482,137,1619
review_004164,1,4102,accepted,1415,90,1505
review_004165,1,4103,accepted,1450,90,1540
review_004166,1,4104,accepted,1415,90,1505
review_004167,1,4105,accepted,1422,396,1818
review_004168,1,4106,accepted,1405,90,1495
review_004169,1,4107,accepted,1405,90,1495
review_004170,1,4108,accepted,1444,93,1537
review_004171,1,4109,accepted,1418,90,1508
review_004172,1,4110,accepted,1417,88,1505
review_004173,1,4111,accepted,1425,90,1515
review_004174,1,4112,accepted,1415,92,1507
review_004175,1,4113,accepted,1401,90,1491
review_004176,1,4114,accepted,1463,90,1553
review_004177,1,4115,accepted,1450,90,1540
review_004178,1,4116,accepted,1352,110,1462
review_004179,1,4117,accepted,1412,88,1500
review_004180,1,4118,accepted,1385,90,1475
review_004181,1,4119,accepted,1404,90,1494
review_004182,1,4120,accepted,1438,90,1528
review_004183,1,4121,accepted,1378,90,1468
review_004184,1,4122,accepted,1418,92,1510
review_004185,1,4123,accepted,1372,93,1465
review_004186,1,4124,accepted,1400,92,1492
review_004187,1,4125,accepted,1443,585,2028
review_004188,1,4126,accepted,1430,90,1520
review_004189,1,4127,accepted,1320,90,1410
review_004190,1,4128,accepted,1458,90,1548
review_004191,1,4129,accepted,1440,90,1530
review_004192,1,4130,accepted,1405,90,1495
review_004193,1,4131,accepted,1395,90,1485
review_004194,1,4132,failed,0,0,0
review_004194,2,4151,accepted,1390,90,1480
review_004195,1,4133,accepted,1480,90,1570
review_004196,1,4134,accepted,1418,90,1508
review_004197,1,4135,accepted,1418,93,1511
