dataset_id,global_index,dataset_name,family,subgroup,metadata_class,dataset_rel,basename,formula_identity,feature_count,target_name,train_samples,valid_samples,id_test_samples,ood_test_samples,formula_char_count,formula_operator_count,formula_return_expr,expected_probe_methods,expected_total_runs,observed_methods,completed_methods,valid_methods,finished_runs,valid_runs,invalid_runs,timeout_runs,valid_extreme_error_runs,wrong_dataset_runs,not_finished_runs,completion_rate,dataset_valid_rate,dataset_invalid_rate,dataset_timeout_rate,dataset_extreme_error_rate,mean_median_log_id_nmse,mean_median_log_ood_nmse,median_log_id_nmse_across_probes,median_log_ood_nmse_across_probes,mean_iqr_log_id_nmse,mean_iqr_log_ood_nmse,max_iqr_log_ood_nmse,id_probe_variance,ood_probe_variance,ood_id_gap_variance,pairwise_gap_mean,pairwise_gap_max,valid_pattern_entropy,rank_entropy,winner_probe,winner_margin,worst_probe,semantic_duplicate_group,formula_hash,operator_group,difficulty_score,instability_raw,norm_id_probe_variance,norm_ood_probe_variance,norm_ood_id_gap_variance,norm_pairwise_gap_mean,norm_valid_pattern_entropy,discrimination_score,stability_score,info_score,difficulty_bin,mean_ood_minus_id_log_nmse,failure_mode,eligible_class,feature_count_bin,total_samples,sample_count_bin,complexity_bin
g0298,298,feynman-iii.12.43,srsd,srsd-feynman_easy_dummy,easy dummy,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.12.43,feynman-iii.12.43,feynman-iii.12.43,3,y,8000,1000,1000,1000,22,2,3.313e-34 * x1 / np.pi,4,12,4,4,3,12,7,0,0,0,0,0,1.0,0.5833333333333334,0.0,0.0,0.0,-8.06533381297028,-7.933151871083989,-12.0,-12.0,0.010571583336609264,0.05278656969364385,0.15835970908093155,30.96319600670998,33.07850740733533,0.03494413152166232,8.133696257832023,12.200544386748035,0.8112781244591328,0.6931803647859336,udsr,0.0,dso,feynman-iii.12.43,a9457e5c3a9e0bd6,rational,-7.999242842027135,0.05490088636096571,0.9054846435178122,0.9261040214665318,0.006065014057090442,0.982730964094627,1.0,0.7902388812625466,0.9872525445149343,0.7801653463010841,easy,0.13218194188629173,all_good,eligible,low,11000,small,simple
g0299,299,feynman-iii.15.27,srsd,srsd-feynman_easy_dummy,easy dummy,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.15.27,feynman-iii.15.27,feynman-iii.15.27,6,y,8000,1000,1000,1000,26,4,2 * np.pi * x0 / (x1 * x4),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-6.221780597256435,-6.0609224451907995,-6.344381144654063,-6.270092501115978,1.5071530952184138,2.5894290276387117,7.953466914240593,33.4178812546866,33.72475674366137,0.06199976422534354,7.960583751368287,12.296495221468758,0.0,0.6826692880833616,imcts,0.2928990769822981,pyoperon,feynman-iii.15.27,b540a11524ef9566,rational,-6.141351521223617,2.927895612947286,0.9772804882194891,0.94419758338385,0.010770388894620836,0.9617252039946929,0.0,0.7703054037948311,0.0,0.0,medium,0.1608581520656358,unstable,limited_quota,high,11000,small,simple
g0300,300,feynman-iii.7.38,srsd,srsd-feynman_easy_dummy,easy dummy,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.7.38,feynman-iii.7.38,feynman-iii.7.38,4,y,8000,1000,1000,1000,38,3,6.03682463024449e+33 * np.pi * x0 * x3,4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-0.24902424763067205,-0.05514532131880931,-0.15570075739275632,-6.62323189456494e-05,2.0404442597655508,3.6579961345658156,7.2108880763408365,0.08065476264862324,0.050864759450614326,0.04560283860005567,0.3093126049979984,0.6185858172302089,0.0,1.3586044083620132,udsr,0.41939199746614997,imcts,feynman-iii.7.38,277a137b79c1465e,polynomial,-0.1520847844747407,3.313464921047604,0.0022168469726480257,0.0014025732145708843,0.007918720922369378,0.033307208996328067,0.0,0.0057853261035148325,0.0,0.0,hard,0.19387892631186274,unstable,limited_quota,medium,11000,small,simple
g0301,301,feynman-bonus.1,srsd,srsd-feynman_hard,hard non-dummy,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.1,feynman-bonus.1,feynman-bonus.1,4,y,8000,1000,1000,1000,74,9,3.32662926626791e-57 * x0 ** 2 * x1 ** 2 / (x2 ** 2 * np.sin(x3 / 2) ** 4),4,12,4,4,3,12,9,0,0,2,0,0,1.0,0.75,0.0,0.0,0.16666666666666666,1.4986336743594593,1.1039650607795068,1.321368873297902,2.3242121152355325e-05,2.2164079697637598,3.9999639598792336,6.000005287191329,1.6949136607849078,2.4374263800216207,0.4325469408572637,2.207914618234599,3.3118719273518984,0.8112781244591328,0.7704828643233648,imcts,2.3235688417607733e-05,udsr,feynman-bonus.1,39327838c8867d46,trigonometric,1.301299367569483,3.2432682353427116,0.0494314873239623,0.06822105645942024,0.07521402546145435,0.26368674211027276,1.0,0.1288291683544293,0.0,0.0,extreme,-0.3946686135799524,unstable,limited_quota,medium,11000,small,complex
g0302,302,feynman-bonus.10,srsd,srsd-feynman_hard,hard non-dummy,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.10,feynman-bonus.10,feynman-bonus.10,2,y,8000,1000,1000,1000,89,8,(-3.33564095198152e-09 * x1 + np.cos(x0)) / (-3.33564095198152e-09 * x1 * np.cos(x0) + 1),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-2.4357162903235046,-1.064810540411404,-2.194267568197528,-1.3506375199600593,0.2484151618763234,0.3084413097512906,0.6750472643925071,0.3020715577334819,0.28445431799807325,0.5853139160940078,0.6500296980075332,1.270511933522748,0.0,1.2998779976088215,dso,0.019280813925585782,udsr,feynman-bonus.10,f18a76ca51333d70,trigonometric,-1.7502634153674541,0.3080690091542823,0.008692954590665105,0.007942567769683507,0.10178246276829289,0.07465038901206277,0.0,0.028554841142572222,0.8799673143162852,0.025127326870957443,hard,1.3709057499121005,ood_failure,eligible,low,11000,small,moderate
g0303,303,feynman-bonus.11,srsd,srsd-feynman_hard,hard non-dummy,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.11,feynman-bonus.11,feynman-bonus.11,4,y,8000,1000,1000,1000,89,13,4 * x0 * np.sin(x1 / 2) ** 2 * np.sin(x2 * x3 / 2) ** 2 / (x1 ** 2 * np.sin(x3 / 2) ** 2),4,12,4,4,4,12,10,0,0,0,0,0,1.0,0.8333333333333334,0.0,0.0,0.0,-9.318391833464007,-9.307702103244596,-12.0,-12.0,0.005007842829749087,0.048141920372494984,0.19256768148997994,21.573067076497598,21.745403894620726,0.00034281099649138033,5.384595793510809,10.769191587021618,0.0,1.0986948205942788,imcts,0.0,pyoperon,feynman-bonus.11,8187bd527ddbdde7,trigonometric,-9.313046968354302,0.0587718730129438,0.6308375216687006,0.6088020165028877,4.7332462739447204e-05,0.6491505312086516,0.0,0.498795991350332,0.9856121338286631,0.49161938137998407,easy,0.01068973021941133,all_good,eligible,medium,11000,small,complex
g0304,304,feynman-bonus.12,srsd,srsd-feynman_hard,hard non-dummy,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.12,feynman-bonus.12,feynman-bonus.12,5,y,8000,1000,1000,1000,23,20,numerator / denominator,4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-1.973394104143111,-2.164832488610077,-4.862107874787747e-06,0.0024902176811904104,0.9560253851500939,1.6965313412509344,5.439463855798149,11.990034982025138,14.218767768471766,0.09661792416315954,4.364654815386819,8.72764662161188,0.0,0.004810253080321547,imcts,8.695974209645836,pyoperon,feynman-bonus.12,0300d2d42f0d1a0b,rational,-2.0691132963765937,1.9577103846900223,0.3505482729379062,0.3980727373800489,0.01679099911198378,0.52538919275762,0.0,0.3170749227538438,0.18089764959370858,0.05735810827127705,medium,-0.19143838446696604,unstable,limited_quota,high,11000,small,complex
g0305,305,feynman-bonus.14,srsd,srsd-feynman_hard,hard non-dummy,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.14,feynman-bonus.14,feynman-bonus.14,5,y,8000,1000,1000,1000,67,11,x0 * (-x2 + x3 ** 3 * (x4 - 1) / (x2 ** 2 * (x4 + 2))) * np.cos(x1),4,12,4,4,4,12,12,0,0,1,0,0,1.0,1.0,0.0,0.0,0.08333333333333333,-0.9848463056166378,-0.3797922442518581,-0.3287589082646339,-0.5285494085589233,0.30348853332067205,1.8848325781364372,5.526159810895229,1.979395986274591,1.2301674765313775,0.7026563077672218,1.6378645390053554,2.9217945171560578,0.0,1.0252050527867835,imcts,0.6324810886819185,dso,feynman-bonus.14,73478a4b483c0255,trigonometric,-0.6823192749342479,1.919862700097755,0.05775216667707492,0.03442045893042885,0.12219004085755532,0.19451591526567147,0.0,0.07004051661782676,0.19693638902569544,0.013793526428209017,hard,0.6050540613647797,unstable,limited_quota,high,11000,small,complex
g0306,306,feynman-bonus.15,srsd,srsd-feynman_hard,hard non-dummy,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.15,feynman-bonus.15,feynman-bonus.15,3,y,8000,1000,1000,1000,95,8,x1 * np.sqrt(1 - 1.11265005605362e-17 * x0 ** 2) / (3.33564095198152e-09 * x0 * np.cos(x2) + 1),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-4.476433125452451,-2.950763082421375,-4.496202854479543,-2.961654558685289,0.9869351149502921,0.8175737282633295,3.234286061987083,0.009933995370637477,0.006870650705581582,0.00036129753523142744,0.11591566477977833,0.18488893993556355,0.0,1.3828894520623793,udsr,0.00024793300396375173,pyoperon,feynman-bonus.15,95baa5773e079bcc,trigonometric,-3.713598103936913,1.171273726692807,0.00014837109417887602,0.00017083480366460326,5.054754534990167e-05,0.009840101891987979,0.0,0.001103314385246501,0.5141664551564398,0.0005672872463852999,medium,1.5256700430310763,ood_failure,eligible,low,11000,small,moderate
g0307,307,feynman-bonus.16,srsd,srsd-feynman_hard,hard non-dummy,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.16,feynman-bonus.16,feynman-bonus.16,5,y,8000,1000,1000,1000,94,9,x1 * x4 + 8.98755178736818e+16 * np.sqrt(x3 ** 2 + 1.11265005605362e-17 * (x0 - x1 * x2) ** 2),4,12,4,4,4,12,11,0,0,0,0,0,1.0,0.9166666666666666,0.0,0.0,0.0,-0.21877641004381598,1.1511452348582178,-0.20361424337633224,-0.022939024130359448,0.1537991682289512,1.180763006959636,3.5325746540697494,0.005109863628136432,5.569038093199001,5.830520681308472,2.8979909046463446,5.79000801310202,0.0,1.0715403447454697,pyoperon,0.5378747942878525,udsr,feynman-bonus.16,a5a7e49c1fc0222a,polynomial,0.46618441240720093,1.2095799672435945,7.2725098734009515e-06,0.1558993057795664,1.0,0.34742174900912565,0.0,0.23930947730221647,0.4979333931492962,0.11916018004587713,extreme,1.3699216449020337,ood_failure,limited_quota,high,11000,small,complex
g0308,308,feynman-bonus.17,srsd,srsd-feynman_hard,hard non-dummy,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.17,feynman-bonus.17,feynman-bonus.17,6,y,8000,1000,1000,1000,71,13,(x0 ** 2 * x2 ** 2 * x3 ** 2 * (x3 * x4 / x5 + 1) + x1 ** 2) / (2 * x0),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-6.839816694033373,-7.573414351521733,-7.6590676809905185,-9.14509499804195,2.5727470532869456,2.2127547069377607,5.996106314120737,27.969836110437186,24.535020612606168,1.6704663082528064,6.949901295651167,11.996532589996967,0.0,0.7042859486288877,imcts,0.0,pyoperon,feynman-bonus.17,62991a0e2619f097,rational,-7.206615522777553,2.598872556256641,0.8179333770464068,0.6869051571566221,0.2905065194877349,0.8390873100857765,0.0,0.654178195902798,0.0,0.0,easy,-0.7335976574883603,unstable,limited_quota,high,11000,small,complex
g0309,309,feynman-bonus.19,srsd,srsd-feynman_hard,hard non-dummy,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.19,feynman-bonus.19,feynman-bonus.19,4,y,8000,1000,1000,1000,115,12,-(1872855580.36049 * (8.07760871306249e+33 * x0 / x1 ** 2 + 8.98755178736818e+16 * x2 ** 2 * (1 - 2 * x3))) / np.pi,4,12,4,4,4,12,12,0,0,3,0,0,1.0,1.0,0.0,0.0,0.25,2.1542009292444506,2.443942695787817,-0.004961401227983586,0.6903976541512189,2.079908390654865,3.716804137209268,8.14391254901894,34.20417911649603,33.7528533629704,0.4117524814054965,8.032649586846173,15.605024525151169,0.0,0.1611957636764179,udsr,3.605010206490625,imcts,feynman-bonus.19,50e48e27921c952a,rational,2.299071812516134,3.531485842818469,1.0,0.944984227009707,0.07159756129164477,0.9704697925999471,0.0,0.7885310929071389,0.0,0.0,extreme,0.28974176654336636,unstable,limited_quota,medium,11000,small,complex
g0310,310,feynman-bonus.2,srsd,srsd-feynman_hard,hard non-dummy,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2,feynman-bonus.2,feynman-bonus.2,6,y,8000,1000,1000,1000,90,14,x0 * x1 * (np.sqrt(1 + 2 * x2 ** 2 * x3 / (x0 * x1 ** 2)) * np.cos(x4 - x5) + 1) / x2 ** 2,4,12,4,4,4,12,11,0,1,0,0,0,1.0,0.9166666666666666,0.0,0.08333333333333333,0.0,-0.48836998605521054,-0.46426742766337165,-0.6387856951010307,-0.6152873157195532,0.020958634525462615,0.006245450241788967,0.024948254764845412,0.0763655586530935,0.07140136535063543,0.000703600595206849,0.3117510505584026,0.6235021011168052,0.0,1.3580444069823785,imcts,0.009711274446039475,pyoperon,feynman-bonus.2,fd30e0d9ab354ff5,trigonometric,-0.47631870685929106,0.020012891288110526,0.0020913942188944823,0.0019775530706989306,0.00011007911213521129,0.033603094045334216,0.0,0.004800952822711398,1.0,0.004800952822711398,hard,0.02410255839183889,all_good,eligible,high,11000,small,complex
g0311,311,feynman-bonus.20,srsd,srsd-feynman_hard,hard non-dummy,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.20,feynman-bonus.20,feynman-bonus.20,3,y,8000,1000,1000,1000,90,11,7.83707760458308e-29 * x0 ** 2 * (x0 / x1 - np.sin(x2) ** 2 + x1 / x0) / (np.pi * x1 ** 2),4,12,4,4,3,12,9,0,0,0,0,0,1.0,0.75,0.0,0.0,0.0,-1.9447095440239068,-2.3493907500976765,-0.8522152373912191,-2.2728700742748047,0.02756684398659622,0.38079067417549656,1.0637305498060217,3.093354386363242,2.6333206462539747,0.517847686206103,2.6484677025730834,3.972701553859625,0.8112781244591328,0.4227743729489779,imcts,2.10113179066412,udsr,feynman-bonus.20,c028438b681c387e,trigonometric,-2.1470501470607912,0.3705757484287222,0.09033377132998031,0.07370566562818616,0.0900490871723714,0.3171441877330065,1.0,0.1526355847845146,0.853478790255537,0.13027123425183398,medium,-0.4046812060737697,all_good,eligible,low,11000,small,complex
g0312,312,feynman-bonus.3,srsd,srsd-feynman_hard,hard non-dummy,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.3,feynman-bonus.3,feynman-bonus.3,4,y,8000,1000,1000,1000,47,7,x0 * (1 - x1 ** 2) / (x1 * np.cos(x2 - x3) + 1),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-0.7947027445569458,-0.9972349472700703,-0.826655694515771,-0.9266770744293897,0.02271640615074272,0.17439781931086695,0.2601483768855606,0.004817339363041371,0.43438211707230684,0.38237576626250896,0.976650240972379,1.769739604200998,0.0,1.1770663678640738,dso,0.7506442311662205,pyoperon,feynman-bonus.3,07796a8edd1859fd,trigonometric,-0.895968845913508,0.12633208433160745,0.0,0.012140216824302065,0.06648851587559342,0.11428307014747836,0.0,0.02565066028459257,0.9569820964305127,0.02454722265397629,hard,-0.20253220271312455,all_good,eligible,medium,11000,small,moderate
g0313,313,feynman-bonus.4,srsd,srsd-feynman_hard,hard non-dummy,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4,feynman-bonus.4,feynman-bonus.4,5,y,8000,1000,1000,1000,67,9,np.sqrt(2) * np.sqrt((x1 - x2 - x3 ** 2 / (2 * x0 * x4 ** 2)) / x0),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-3.6799874365213823,-2.4804488172128587,-1.076660419659982,0.6223634525186211,1.4852387268097818,1.6625669752040273,6.341652945040609,23.193937606016505,30.21494414890038,0.5933966928877383,6.4239040841055655,12.833477826111324,0.0,0.00012678818771667255,udsr,12.600867939368909,dso,feynman-bonus.4,5532540a90b95244,rational,-3.0802181268671207,2.230405124451689,0.6782455422753297,0.8459305401052911,0.10318817724405968,0.77526193163875,0.0,0.6264660485837011,0.06533761144002892,0.04093179526273214,medium,1.1995386193085236,unstable,limited_quota,high,11000,small,complex
g0314,314,feynman-bonus.5,srsd,srsd-feynman_hard,hard non-dummy,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5,feynman-bonus.5,feynman-bonus.5,3,y,8000,1000,1000,1000,55,5,244808.861301089 * np.pi * x0 ** 1.5 / np.sqrt(x1 + x2),4,12,4,4,4,12,11,0,0,0,0,0,1.0,0.9166666666666666,0.0,0.0,0.0,-0.7798404305641422,-0.23073897522750667,-0.7321809200565242,-0.3212993453723718,0.1367663325752913,0.32245948222074045,0.5454242915475742,0.05207691016879977,0.0555345231024897,0.05731585494024133,0.3239461756507508,0.5924769665340801,0.0,1.3624307777548132,imcts,0.03199466582617766,pyoperon,feynman-bonus.5,ac7c8bfcf0b77de2,rational,-0.5052897028958244,0.26542191771286927,0.0013809878496748868,0.0015333163395925573,0.009955787767647517,0.035082870852402845,0.0,0.006021661716631018,0.8980399017025342,0.005407692496089233,hard,0.5491014553366356,all_good,eligible,low,11000,small,simple
g0315,315,feynman-bonus.6,srsd,srsd-feynman_hard,hard non-dummy,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.6,feynman-bonus.6,feynman-bonus.6,7,y,8000,1000,1000,1000,71,12,np.sqrt(2 * x0 * x1 * x2 ** 2 / (x3 * x4 ** 2 * x5 ** 2 * x6 ** 4) + 1),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-0.029030637050122893,2.7096185304467735,-0.02145175359219953,2.650400301870402,0.07799302689821304,0.8669984460888779,1.534805012495374,0.0018737270946814467,9.511247766366843,9.49375047147586,4.346248911085427,6.925564287590585,0.0,0.6526352399923754,udsr,0.6939453847721477,pyoperon,feynman-bonus.6,b694410a9686ea32,rational,1.3402939466983252,0.6693589863142686,0.0,0.2662725174845399,1.0,0.5231557896484207,0.0,0.295510960084431,0.72686321123883,0.21479604540323924,extreme,2.7386491674968965,ood_failure,limited_quota,high,11000,small,complex
g0316,316,feynman-bonus.7,srsd,srsd-feynman_hard,hard non-dummy,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.7,feynman-bonus.7,feynman-bonus.7,3,y,8000,1000,1000,1000,71,6,299792458.0 * np.sqrt(1.98030940509831e-27 * np.pi * x0 - x1 / x2 ** 2),4,12,4,4,3,12,9,0,0,2,0,0,1.0,0.75,0.0,0.0,0.16666666666666666,3.3909982011702198,3.86481314200887,-0.13715059759316733,-0.1332737903361473,2.44927113233629,2.4685581505069383,6.766358838658935,37.459271042251196,33.093853375933556,0.4453374376779494,8.181524522424828,12.272286783637243,0.8112781244591328,0.6907704744854923,udsr,0.13901299330109643,imcts,feynman-bonus.7,c6be4a4cb3dfe137,rational,3.6279056715895446,2.83054925440182,1.0,0.92653367487955,0.07743848210450223,0.9885345254464645,1.0,0.8347560110681642,0.0,0.0,extreme,0.47381494083865006,unstable,limited_quota,low,11000,small,moderate
g0317,317,feynman-bonus.9,srsd,srsd-feynman_hard,hard non-dummy,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.9,feynman-bonus.9,feynman-bonus.9,3,y,8000,1000,1000,1000,65,9,-(5.24444281156413e-83 * x0 ** 2 * x1 ** 2 * (x0 + x1)) / x2 ** 5,4,12,4,4,3,12,9,0,0,0,0,0,1.0,0.75,0.0,0.0,0.0,-0.14381374818309092,-0.023478226875221442,-0.04465574455811964,-0.008757526017621678,0.019204581894098353,0.04527048392989006,0.13089229682146414,0.02277186306127768,0.00049032955380794,0.016579290684398885,0.03191572389647338,0.047873585844710076,0.8112781244591328,1.0983646242253278,imcts,0.04601784420875468,dso,feynman-bonus.9,d80066ca06f1e31b,rational,-0.08364598752915618,0.04812756931506852,0.0005238593796026937,0.0,0.0028710965125507246,0.0,1.0,0.05061401525974355,0.9901228777561804,0.05011409444377251,hard,0.12033552130786948,all_good,eligible,low,11000,small,complex
g0318,318,feynman-i.15.3t,srsd,srsd-feynman_hard,hard non-dummy,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.15.3t,feynman-i.15.3t,feynman-i.15.3t,3,y,8000,1000,1000,1000,83,7,(x0 - 1.11265005605362e-17 * x1 * x2) / np.sqrt(1 - 1.11265005605362e-17 * x1 ** 2),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-7.527183487124571,-4.607560094836994,-7.764729813766755,-4.322696645955535,0.33098257997784897,0.48993016452746196,1.1250791618297367,1.1864300860636765,1.7846149498685109,1.57515837010321,1.8499433081669534,3.6914912685940227,0.0,0.6203259864427976,imcts,2.402879510450104,dso,feynman-i.15.3t,cdbf541678b8934d,rational,-6.067371790980783,0.48718441417250197,0.03455910896338367,0.04994377032871673,0.27393105888410996,0.22024990663521518,0.0,0.09269065724837315,0.8040634554596471,0.0745291701559527,medium,2.919623392287577,ood_failure,eligible,low,11000,small,moderate
g0319,319,feynman-i.15.3x,srsd,srsd-feynman_hard,hard non-dummy,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.15.3x,feynman-i.15.3x,feynman-i.15.3x,3,y,8000,1000,1000,1000,60,6,(x0 - x1 * x2) / np.sqrt(1 - 1.11265005605362e-17 * x1 ** 2),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-3.3108464947599434,-0.1267721466686479,-3.3125984432090245,-0.12751722169226143,0.006475253348578125,0.00017760099250292705,0.0006407194008857808,0.1235347974384749,1.7332846794357097e-06,0.12299955186674581,0.0015397390015008579,0.003069911974113576,0.0,1.386293495355456,udsr,3.045689649752714e-05,dso,feynman-i.15.3x,25b56192f258b4f0,rational,-1.7188093207142956,0.001494234946893952,0.003471023377183951,0.0,0.021379154507538793,0.0,0.0,0.004421731358145202,1.0,0.004421731358145202,hard,3.1840743480912956,ood_failure,eligible,low,11000,small,moderate
g0320,320,feynman-i.29.16,srsd,srsd-feynman_hard,hard non-dummy,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.29.16,feynman-i.29.16,feynman-i.29.16,4,y,8000,1000,1000,1000,58,8,np.sqrt(x0 ** 2 + 2 * x0 * x1 * np.cos(x2 - x3) + x1 ** 2),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-1.1426537949893796,-1.0321088263804064,-1.1824461596418065,-1.0361122064288986,0.02854998182824009,0.06737817783438238,0.2327109794502329,0.0355414512885646,0.0035358596031851053,0.050674266368001875,0.08776917911138554,0.16451381580934166,0.0,1.3845411755300396,pyoperon,0.05771333418754265,imcts,feynman-i.29.16,acfca8f2416dfd4b,trigonometric,-1.087381310684893,0.07920346338944756,0.0008973505936092015,7.746797773398321e-05,0.008800717247164257,0.00642476040289487,0.0,0.00230377012733424,0.9769538246676112,0.0022506770370541752,hard,0.11054496860897323,all_good,eligible,medium,11000,small,moderate
g0321,321,feynman-i.30.3,srsd,srsd-feynman_hard,hard non-dummy,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.30.3,feynman-i.30.3,feynman-i.30.3,3,y,8000,1000,1000,1000,51,7,x0 * np.sin(x1 * x2 / 2) ** 2 / np.sin(x2 / 2) ** 2,4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,1.8636967781397027,-0.0016193611285535746,-0.2269664509149997,-0.00026537100891405843,1.1921476976368544,0.2863200870014457,1.1420510804677255,14.90517377199147,6.276683585669475e-06,14.924409581816896,0.003044847512592796,0.005946687729601373,0.0,1.3862912168274737,dso,0.005466813160703391,pyoperon,feynman-i.30.3,9ce636d80ec334e1,trigonometric,0.9310387085055745,0.5813677904214942,0.43581168991602076,0.0,1.0,0.0,0.0,0.3025340914706073,0.764151301076734,0.23118181961733222,extreme,-1.8653161392682562,all_struggle,limited_quota,low,11000,small,moderate
g0322,322,feynman-i.32.17,srsd,srsd-feynman_hard,hard non-dummy,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.32.17,feynman-i.32.17,feynman-i.32.17,4,y,8000,1000,1000,1000,84,12,0.00353914989750933 * np.pi * x0 ** 2 * x1 ** 2 * x2 ** 4 / (x2 ** 2 - x3 ** 2) ** 2,4,12,4,4,4,12,10,0,0,0,0,0,1.0,0.8333333333333334,0.0,0.0,0.0,1.6654134738239232,-0.014566568127778703,1.9079585040450706,-0.0017959062027987514,0.14570611665771144,0.03852987662839381,0.11779435221095158,1.2837006499770733,0.0007339732142631271,1.3295266209363537,0.034359950231932106,0.06747716452704587,0.0,1.3859201797844496,dso,0.05741580220825533,imcts,feynman-i.32.17,43119026fe49c57f,rational,0.8254234528480723,0.06811204442509013,0.03740412638731912,0.0,0.23121206338004088,0.0,0.0,0.04777325374256782,0.9816540429403208,0.046896807680805515,extreme,-1.679980041951702,all_struggle,limited_quota,medium,11000,small,complex
g0323,323,feynman-i.37.4,srsd,srsd-feynman_hard,hard non-dummy,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.37.4,feynman-i.37.4,feynman-i.37.4,3,y,8000,1000,1000,1000,43,5,x0 + x1 + 2 * np.sqrt(x0 * x1) * np.cos(x2),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-1.4413594990871217,-1.6225835284146037,-1.3454690663617173,-1.4635934997480748,0.2558662525681765,0.2669858410742015,0.6940593493107476,0.4715072757012309,0.8138433972437076,0.565408568206022,1.3152902685762813,2.457281036247227,0.0,0.9879011141989326,imcts,1.2866713240986676,pyoperon,feynman-i.37.4,65fc00e3b1912ecd,trigonometric,-1.5319715137508627,0.29677945680546547,0.013648694029828226,0.022764299174681688,0.09832062825456246,0.15537421558458064,0.0,0.0430300634182209,0.8847514957101305,0.03807091296977271,hard,-0.18122402932748205,all_good,eligible,low,11000,small,simple
g0324,324,feynman-i.39.22,srsd,srsd-feynman_hard,hard non-dummy,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.39.22,feynman-i.39.22,feynman-i.39.22,3,y,8000,1000,1000,1000,27,3,1.380649e-23 * x0 * x1 / x2,4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-3.709787022221278,-4.167331378974375,-1.3165153601339195,-2.227300132349575,0.5599717742522783,0.910679179768832,2.7005738543014033,23.694846959920888,23.081019971508606,0.6109486917974524,6.5518812376487645,11.78527474880165,0.0,0.003818163995862879,imcts,7.794968277906607,pyoperon,feynman-i.39.22,aa5587573f39128c,rational,-3.9385592005978265,1.016380797618269,0.6928963860901042,0.6461963329478709,0.10624072955073303,0.7907908927780426,0.0,0.5636976503737055,0.5798055386577672,0.326835019815044,medium,-0.45754435675309724,one_method_wins,eligible,low,11000,small,simple
